"gene_name","module","color","kME_blue","kME_turquoise","kME_grey","kME_yellow","kME_brown","kME_green"
"TRIB2","grey","grey",-0.0296755704159807,0.0541462308240219,0.0225950075911284,0.0396754744645929,0.000590387060627226,0.00545416827462217
"NBAS","grey","grey",0.241062228941791,-0.0364227826376817,0.167039464875608,0.014812085116852,0.0804398359170959,0.0668311818511429
"DDX1","turquoise","turquoise",-0.214762937743134,0.330757017771704,-0.0127035877218871,0.161199056979666,-0.0433545202302014,0.0434119679906043
"FAM49A","grey","grey",-0.00610666977800882,0.119125521901328,0.0940453532484741,0.128715900949838,-0.0133098866878485,0.0383921068823757
"VSNL1","turquoise","turquoise",-0.22867927647757,0.371430087153513,-0.016709833920964,0.276599138378849,-0.105673864334598,0.0236227837301316
"SMC6","blue","blue",0.289673410324377,-0.176574417775445,0.162610665077059,-0.0621277499029426,0.0944407836852454,0.039840415008659
"GEN1","blue","blue",0.259788933921387,-0.168063075717657,0.106155419133836,-0.0625869392912373,0.0680526603400634,0.0196037382183911
"KCNS3","grey","grey",0.0852052273763909,0.0292513868448381,0.0622913553322507,0.0631119685199796,0.0121932811974497,0.0182227806955162
"RDH14","turquoise","turquoise",-0.0758781648553758,0.119392719079877,0.0131583079502938,0.041789985666487,-0.0174322302271958,0.00239932650270785
"LINC01376","blue","blue",0.20735557384295,-0.124824229760939,0.0944514009646747,-0.0434186496827421,0.0806559624357366,0.0267201394973304
"TTC32","brown","brown",0.00621293427519489,-0.000879446172455335,0.0142746972719751,-0.0171744861662131,0.0603767615318265,0.0331372264870967
"WDR35","grey","grey",0.110212872303595,-0.0282261960310936,0.0659077390960677,0.00985907738176659,0.0310464622339391,0.0228798803375083
"LAPTM4A","turquoise","turquoise",-0.099540546234279,0.152922398258886,0.00597220203317364,0.0680501535203198,-0.0181737233518744,0.0543157860271453
"PUM2","grey","grey",0.208368261961038,-0.120332460797831,0.158287200230315,-0.016428742884673,0.113704707574245,0.0385197706426161
"RHOB","grey","grey",-0.07655097108955,0.0727272414316571,-0.00852945083234087,0.0440565853141809,0.0798288286284671,0.00275621351960647
"HS1BP3","grey","grey",0.0404462743684795,-0.00819372279659676,-0.00481125926384568,-0.028992118510691,0.0329275776124638,0.0474113516268267
"LDAH","grey","grey",0.243196445464632,-0.0877436672855884,0.13586605815616,0.016325329334282,0.0265886120708997,0.00676350097384216
"KLHL29","blue","blue",0.540402793059652,-0.340468047095116,0.208772397252857,-0.108079613976096,0.045518453966572,0.0170841256472784
"ATAD2B","blue","blue",0.381447538673012,-0.25085890562787,0.186282272812975,-0.104052397832116,0.12872370876623,0.0198691455691543
"UBXN2A","grey","grey",0.187465003708197,-0.0516826262220948,0.101847957581044,0.0113853635811704,0.0646383981863337,0.0127894705537746
"SF3B6","grey","grey",-0.0510974820911643,0.0996565441222088,0.0146297057281667,0.0615387876262337,0.0196447704176489,0.0223319076032498
"FAM228B","grey","grey",0.152954094272623,-0.0690189172016907,0.0777036107547266,-0.0136996491799227,0.0759243103166299,0.0168135071338108
"ITSN2","brown","brown",0.205021055404978,-0.0892399993590424,0.161504146264718,-0.0199879820671827,0.0907901834270011,0.0214378999512999
"NCOA1","blue","blue",0.361989207713553,-0.186187574168012,0.233784410140301,-0.0399913553481053,0.124309986008925,0.0131978821566111
"ADCY3","grey","grey",0.0487420674076972,0.056284050049224,0.0786214459965304,0.0795962179286922,-0.0201740951816551,0.00997288419160885
"DNAJC27","grey","grey",-0.0230958650276336,0.101456009633871,0.049283323108507,0.101458033542528,-0.0233911125882525,-0.000536372932270762
"DNAJC27-AS1","blue","blue",0.252634414492698,-0.18384395692824,0.0812805033311487,-0.0750258667462725,0.0610180360932146,0.00126107334387737
"EFR3B","turquoise","turquoise",0.0293160871514701,0.0915704763941944,0.0712462610878551,0.106914370536014,0.0198228772372298,0.0381070153414445
"DNMT3A","blue","blue",0.450627218373383,-0.304798480937838,0.169988435976764,-0.114618823876169,0.150021898579697,0.0326351369190295
"DTNB","blue","blue",0.401820787726318,-0.220598546298738,0.19505517045662,-0.0814988707018844,0.148416550471804,0.0340526052068236
"ASXL2","grey","grey",0.206000822931774,-0.0925738978372969,0.154127060142611,-0.0157352088057599,0.115080039487719,0.0216914768713061
"KIF3C","turquoise","turquoise",-0.232751582753838,0.356430462926403,-0.00882106637681959,0.281987109047425,-0.0912203156532299,0.047410561540011
"RAB10","grey","grey",0.0466216649092387,0.0628104319670151,0.0901487263836324,0.0579600442869326,0.0515498275898904,0.0631052372549799
"GAREM2","grey","grey",0.00458098836013225,0.0182281274314821,0.012720439251738,0.00986926282011133,0.0133901969809854,-0.0125749692107528
"HADHA","turquoise","turquoise",-0.0700740933125319,0.172698344310604,0.0402048592880923,0.127684453183806,0.0145381671345322,0.0148833540901413
"HADHB","turquoise","turquoise",-0.0453372397874806,0.132547223570179,0.0382937813362594,0.11414727500036,0.00339745079523979,0.0616506771403133
"SELENOI","turquoise","turquoise",-0.0439762971526563,0.12925515894711,0.0314322018375164,0.108079735113412,0.0128907936542367,0.0318305217244025
"DPYSL5","grey","grey",0.0453954666681101,0.110212673582268,0.0468189757922546,0.119080154343783,0.102995697777535,0.0477465159462198
"MAPRE3","turquoise","turquoise",-0.269197890554515,0.409284387263161,-0.0414450646387129,0.305046254070235,-0.0753137393684112,0.0109352339779756
"TMEM214","grey","grey",-0.0539384887416632,0.125279621923758,0.0307588059311848,0.106318080117124,-0.0138116569974428,0.0296060465538475
"AGBL5","grey","grey",0.0245696446403527,0.0309703234958646,0.0837505415580967,0.0335975437179067,0.0246015592009621,0.00463204499346917
"OST4","grey","grey",-0.0989186536591756,0.159523778571626,0.013104187035191,0.0774419894999624,0.00395982546208332,-0.0137534210407617
"PREB","grey","grey",-0.0657208983402731,0.121812018208488,0.0150405052230126,0.0928864916963852,-0.0217885826790414,0.00617678781270119
"SLC5A6","grey","grey",-0.0422676631865253,0.111219270023005,0.0267110415629894,0.0899407879284227,-0.0102975889504615,0.0301042119933054
"ATRAID","turquoise","turquoise",-0.0532087177747046,0.107734901716647,0.00715743327365593,0.0574793304108905,0.0044506015251957,0.0535156357146594
"CAD","grey","grey",0.0351685023515542,-0.00528181693994908,0.0419878540024368,0.0209668572812087,0.0252886251895817,-0.0115494138120144
"MPV17","grey","grey",-0.0309821755178472,0.0998480562697518,0.0266083889835274,0.0728093520400805,0.0101952929788367,0.0320533006237481
"GTF3C2","grey","grey",0.0680760861840698,-0.0257004691530967,0.0492021807981789,-0.00749426036141918,0.0335043925443679,0.0320542230524775
"AC074117.1","grey","grey",0.180487822937195,-0.110303407647957,0.0712738869800008,-0.0319175287849994,0.0284203224853565,-0.00644090071293688
"EIF2B4","grey","grey",-0.0373343442322251,0.100830500239005,0.0426372677958678,0.07026186680351,-0.0252351389736696,0.0182736706877113
"SNX17","turquoise","turquoise",-0.1326013991047,0.207775043633432,-0.00265293833328642,0.0986661758698658,-0.00548689242906499,0.0797395584593762
"PPM1G","turquoise","turquoise",-0.100202626480533,0.195583479389641,-0.0105036194287917,0.100837248323311,0.0134637043862598,0.0235932596707495
"NRBP1","turquoise","turquoise",-0.119068282223128,0.224440646838573,0.0124129500581658,0.151546265524297,-0.031253259574722,-0.00944016164733427
"IFT172","blue","blue",0.262925651647249,-0.131007160076307,0.110650420335413,-0.0420763323465965,0.122582487628826,0.0270707658442361
"ZNF512","grey","grey",0.0673278736199864,0.0111818781237559,0.0885714966744256,0.0285585200314255,0.0314143926377426,0.0586441576073887
"SUPT7L","turquoise","turquoise",-0.0629500210404922,0.139874040050368,0.0188534594671555,0.0744607124854093,-0.0102285334381654,0.00435245743973721
"SLC4A1AP","turquoise","turquoise",-0.0606743175954041,0.157057814924576,0.0531312315056235,0.106763152703685,-0.0169897152376206,0.0310267245676643
"MRPL33","grey","grey",0.0662794977784721,-0.000701288430715944,0.0640636334600906,-0.0100003595719726,0.0226441858242037,0.0518563889600776
"RBKS","grey","grey",0.13040664086973,-0.0659384290561142,0.06866198567802,-0.0371994467115574,0.0263497609627602,0.0275884007872122
"BABAM2","grey","grey",0.329796894187099,-0.144492628031895,0.226896121666344,-0.0356255847213422,0.0854698457843693,0.0302047054016404
"PPP1CB","grey","grey",0.222043743625333,-0.142195329159312,0.171723757271271,-0.084211181443947,0.0640975789020876,-0.00592994772093373
"TRMT61B","grey","grey",0.100473005727176,-0.0050753091868963,0.0814412793443707,0.0164026748691878,0.0236156779763969,0.0152494349822138
"WDR43","grey","grey",0.0580742335464078,-0.0144362902783455,0.0624706651309138,-0.0067349510176406,0.0594044815706877,0.0206753834843641
"TOGARAM2","grey","grey",0.0974120492350211,-0.0752360608675922,0.0469642553911216,-0.0413008165431372,0.0311066604551577,-0.00455792018408374
"CLIP4","grey","grey",0.134986737976864,-0.0595509899373189,0.0521800845823547,-0.0142658809466649,0.185508081753186,0.0280889825390851
"ALK","grey","grey",0.229374785507483,-0.145285060027816,0.0810604303994326,-0.0703851192257131,0.0689741666271561,-0.00507749427046577
"AC016907.2","grey","grey",0.121857650240145,-0.0906642043918317,0.0555221614849911,-0.0562529194772004,0.029142716350241,0.00567061298555759
"YPEL5","turquoise","turquoise",-0.139930181829941,0.222205302745618,0.00596281004412249,0.14231057680203,-0.0116589010068271,0.0257098821048661
"LCLAT1","grey","grey",0.213590437057361,-0.107936414349485,0.0905317243635642,-0.0356370260185056,0.028445161102279,-0.00330808238285929
"EHD3","turquoise","turquoise",-0.106156881318239,0.180008543662262,0.00822263235655377,0.164229596800351,-0.0264057713939149,0.0244918213184572
"MEMO1","grey","grey",0.128822064146439,-0.0697441801003983,0.0677815300373248,0.00378867196515902,0.0220728400695875,-0.00438847702076417
"DPY30","turquoise","turquoise",-0.0673518301359906,0.139870845792763,-0.00718012204183901,0.0625274635056628,0.0163069552884383,0.0259308881018132
"SPAST","grey","grey",0.124865783932307,-0.0234092756572393,0.114084413018118,0.0227989819764757,0.0767024802921325,0.0412290074614581
"SLC30A6","grey","grey",0.206822663043018,-0.0932072009798411,0.0862222506983279,-0.00723538255961141,0.0527329638620211,0.0320019811259258
"YIPF4","grey","grey",0.00196517825019945,0.0989784548357515,0.0633713059079346,0.0949333424015296,0.0552247354223794,0.035567112257217
"BIRC6","blue","blue",0.318447511041635,-0.168161786043717,0.174175979326055,-0.0458500607022741,0.136173091905171,0.0159820631598144
"TTC27","grey","grey",0.177201964042103,-0.104563055284385,0.0984756804382862,-0.0387125806902254,0.0944575169856377,0.0181995967179216
"LINC00486","grey","grey",0.221965700196054,-0.0759608054377883,0.12138800432397,-0.0547331404696346,0.073774135712899,0.0314137802326041
"LTBP1","grey","grey",0.124564175107375,-0.0936302787098304,0.0290292906266188,-0.0408482176388958,0.123309817411664,0.0163258541156452
"RASGRP3","grey","grey",0.0742623120104099,-0.0750017529334964,0.0459870425179092,-0.0946894231253976,0.302852979856126,0.0718209731714272
"FAM98A","turquoise","turquoise",-0.108318993859521,0.17183541330046,0.0338817240994352,0.12108457283543,-0.0365638680128269,-5.09500863432116e-06
"AC012593.1","grey","grey",0.0392301969462072,-0.0542249765232403,-0.030162583491407,-0.0755751639882968,0.218094202115017,0.0339512073807492
"CRIM1","grey","grey",0.0586103443341958,-0.0150786419917866,0.0640998061692688,0.00769826519646236,0.0458158478205507,-0.0245432094554088
"FEZ2","grey","grey",0.0427739545905808,0.0369238446500636,0.0915826063453588,0.0246825543261414,0.0923078649700372,0.0590348249319755
"STRN","grey","grey",0.143064359975942,-0.0849990899644722,0.0733474400237414,-0.0549587142138271,0.142596841346056,0.0378207154943881
"HEATR5B","grey","grey",0.0615999445891929,0.0649862619733903,0.101762441581301,0.0569194014719769,0.037917227216843,-0.00234789096612255
"GPATCH11","turquoise","turquoise",-0.0542009544502525,0.115274596121872,-0.00577438913563826,0.0604468586577614,-0.00654759732463909,0.0128732134923044
"EIF2AK2","grey","grey",0.0105272160862126,0.0991406942033542,0.0945306346669051,0.0728727746967224,-0.00851709558675338,0.0421960684294797
"CEBPZOS","grey","grey",0.00141572559595001,0.06351400737695,0.0540779282730892,0.0229028338896221,0.053585736170826,0.0430104224066919
"CEBPZ","turquoise","turquoise",-0.0310841291769142,0.111543509605987,0.0325451673363099,0.0529435834877103,0.00798158857428713,0.0278492344235246
"NDUFAF7","grey","grey",0.0710015139624064,0.0230060621206744,0.0960198800249954,0.0328242438936554,0.00230301865135246,0.00139243256519414
"PRKD3","grey","grey",0.0855254383966984,-0.0463093459258854,0.179650997156769,-0.0368838410436002,0.0767097934131084,-0.00926368635549347
"RMDN2","grey","grey",0.153258419743038,-0.074475553548239,0.101261681962802,-0.0332489559421313,0.0225436955168472,-0.0080350204646031
"ATL2","grey","grey",0.116626476494989,-0.0310893365954701,0.108494625307596,0.00575228538899836,0.0198665301389069,-0.0106754420667094
"HNRNPLL","grey","grey",0.0299417790071129,0.0237309675902015,0.0618340097695909,0.0304112890522959,0.0418077678091914,0.000233695042301419
"GALM","grey","grey",0.0713000204691567,-0.0416748855695978,0.128464146088413,-0.0246717222524083,0.0293696239941086,-0.00408430249908935
"SRSF7","grey","grey",-0.0132867391380075,0.0587103275164354,0.0690182064451704,0.0518512351763945,0.0729148849393329,0.0314600683840347
"DHX57","grey","grey",0.151088231792958,-0.0726762518364955,0.0685343604589465,-0.0088259415698051,0.0611286537250492,-0.0128097129335277
"SOS1","blue","blue",0.332042405437621,-0.167933414088983,0.199941891027159,-0.0549256607066982,0.0951404329587638,0.0254464250493134
"MAP4K3","blue","blue",0.310465504580394,-0.158661141903364,0.155635383540125,-0.0532465569266766,0.112831897123422,0.0149938365261352
"AC007388.1","blue","blue",0.395199806110351,-0.215549668783865,0.159088171545838,-0.0777413562948777,0.0406744569632448,0.0265339058532528
"TMEM178A","grey","grey",0.110255663621677,0.0022968070692737,0.0535111992462574,0.0379536692307671,0.0205806098830704,0.0229771430228271
"THUMPD2","blue","blue",0.264699260575257,-0.141453878228936,0.141353234733278,-0.0628686731935094,0.0348055123362161,-0.0161816167914368
"SLC8A1-AS1","green","green",0.0764553495599269,0.0478883934047019,0.080962330131512,-0.0251584244433119,0.00997369356577823,0.0605692429520644
"SLC8A1","blue","blue",0.186099664563338,0.0162412433385113,0.156499598111948,0.109870552729456,-0.0394270660475775,0.000925916839279019
"PKDCC","grey","grey",0.134769505802816,-0.0735294754929672,0.0834627383143751,-0.0325539004342571,0.00686061364078614,-0.00613560160789628
"EML4","blue","blue",0.306887502549463,-0.167973545773665,0.21141342430368,-0.0913644443043715,0.0916526860810908,-0.00403499277945555
"COX7A2L","turquoise","turquoise",-0.130525633338962,0.234162112268605,-0.0100143073371432,0.132379148512629,-0.0395423237303252,0.0229030720375289
"MTA3","grey","grey",0.319837273651881,-0.148389186807036,0.16288017005899,-0.0428909522679171,0.0382655271521385,-0.00504053984839967
"ZFP36L2","grey","grey",6.44472066498649e-05,-0.031423987526368,0.126255935235586,-0.0571973221328084,0.0971375635022405,0.0315827152522444
"THADA","blue","blue",0.260375349248272,-0.138466407962101,0.15569067927741,-0.0680114364321248,0.12903681756571,-0.000115358746099245
"PLEKHH2","brown","brown",0.155260912531002,-0.11334344479088,0.0901849793456326,-0.0725411903958899,0.146964431070477,0.0102995523344792
"DYNC2LI1","grey","grey",0.13706235927293,-0.0422774384460613,0.0723037025978924,-0.00168703967284075,0.0525740304357756,0.0179433850751183
"LRPPRC","turquoise","turquoise",-0.163126179482605,0.308364945349707,0.00374935154281164,0.216551956573493,-0.0368045825819612,0.0342462086528823
"PPM1B","grey","grey",0.14585538213961,-0.0596217399730496,0.0839005574973075,-0.0331639314813096,0.165132242216191,0.00354375679890442
"PREPL","turquoise","turquoise",-0.537612768402982,0.603257371064907,-0.168621680415696,0.368615287829035,-0.156586799695385,-0.0278086639456659
"CAMKMT","blue","blue",0.413946753982865,-0.242654623693053,0.197531984987497,-0.111282670228433,0.16295997750769,0.0137929326426014
"SRBD1","grey","grey",0.171904267310106,-0.0905681713903116,0.142020094425908,-0.0431123183650672,0.0893075742905725,-0.0179870149642223
"PRKCE","blue","blue",0.303625584368989,-0.188985732812096,0.189046434933367,-0.0815865892996447,0.209623235348866,0.0125574795310858
"EPAS1","grey","grey",-0.0105859380496033,-0.0167911109218598,0.0427374553545042,-0.0287816236254625,0.0630833907732497,0.0118379469916163
"ATP6V1E2","grey","grey",0.0419806300450065,0.00710725951394213,0.0312180030590843,0.021357589609262,0.0338758973954811,0.0200904045202525
"RHOQ","turquoise","turquoise",-0.142709101059402,0.223717375648088,0.0170576065943032,0.19379594454065,-0.0140873335380893,0.0619957954409577
"AC018682.1","grey","grey",0.0985898799126752,-0.0626653192809558,0.0743241537099839,-0.0489480109848738,0.0655860605218161,0.0203633738038589
"PIGF","grey","grey",0.0894521723690116,-0.0319961601411383,0.0947132784386965,-0.0104791666456128,0.0984517536358954,0.0166931094715001
"CRIPT","grey","grey",-0.0285846214080791,0.0844296924921253,0.0214375918617357,0.0474245534938868,0.0155170328367359,-0.011763915931882
"SOCS5","grey","grey",0.0569846702630583,0.0193709848400387,0.0744589948567273,0.041872872636612,0.00528100288995872,-0.0172664336061899
"MCFD2","turquoise","turquoise",-0.136855978632655,0.202268835858189,0.00116171275802504,0.0962781820597356,-0.0293542515481423,0.0184642009254877
"TTC7A","blue","blue",0.27318485277136,-0.1858631063199,0.183100640886256,-0.0996884797601347,0.250791312551523,0.0455280275554642
"CALM2","turquoise","turquoise",-0.1452060089418,0.229569632792832,-0.0115179342458243,0.0605066354259332,-0.0477284381091053,0.064982700485945
"AC106869.1","grey","grey",0.0575515018060222,-0.0405201399774979,0.0128316826363756,-0.0315802651031373,0.201679245885729,0.0204364135033532
"MSH2","turquoise","turquoise",0.00156598810951352,0.0733873417821724,0.0461922127119799,0.0499422664669846,0.0268331583247554,-0.0245117585039203
"KCNK12","grey","grey",0.101682087327457,-0.0189644547232383,0.0465977286651541,0.0151833823461939,0.0245871354355066,0.0142144435902199
"MSH6","grey","grey",-0.00695898778658844,0.0635011048464572,0.0389404808782935,0.0430393092104278,0.0556280111337041,0.0321757203470934
"FBXO11","grey","grey",0.18137031908569,-0.0386239627364836,0.141911221193488,0.0169473314154736,0.0831714842298333,0.0434989246539284
"FOXN2","brown","brown",0.15575433082237,-0.130163794831274,0.0835042884173964,-0.0983974625539164,0.368358882552061,0.0636792208385628
"PPP1R21","grey","grey",0.202560323480955,-0.064052797057612,0.150471800047621,-0.0257631850688583,0.15065592630698,0.042009455747618
"STON1-GTF2A1L","grey","grey",0.0304696711424231,-0.038794785807646,0.0268023800587353,-0.0412269097073922,0.0260124860915886,0.0119740744777039
"AC009975.1","grey","grey",0.112759314703362,-0.0801368805840886,0.0405317386972569,-0.031565189967028,0.0365575295434006,0.00502362537592266
"NRXN1","blue","blue",0.391347281611649,-0.156777050403917,0.203138573747539,0.00383362875942403,0.0274600514519993,0.0289096854765495
"AC007402.1","blue","blue",0.235476727985556,-0.142695895290134,0.0978261549158556,-0.0689409093780127,0.099755778234167,0.0497721108062986
"ASB3","grey","grey",-0.0151090422849764,0.0539510875694193,0.00409581114555535,0.0318705767984098,-0.00220067145284469,0.000147463490210791
"GPR75-ASB3","blue","blue",0.232414408023397,-0.172795705624995,0.0930169844387083,-0.105907505737873,0.141784416298177,0.0118423245504022
"ERLEC1","turquoise","turquoise",-0.145553359846638,0.20102769257265,-0.00962961505108329,0.121291103050641,-0.0334609461758316,0.0187353748386206
"PSME4","grey","grey",0.168749047696796,-0.0782471632044044,0.0960786323894626,-0.0550070533845181,0.133199778214151,0.000994890409254641
"ACYP2","grey","grey",0.203713340073952,-0.0195928727862837,0.119366980199556,0.0221596675825246,0.113691073145754,0.0579504042340578
"SPTBN1","turquoise","turquoise",-0.0838044913510835,0.224342547505851,0.0405399374596751,0.161645567643238,0.0246651992991073,0.0654643043955641
"AC092839.1","blue","blue",0.17396131493521,-0.0862450294136296,0.0930759334994215,-0.0261590468568082,0.124909123081578,0.0217755448126686
"EML6","blue","blue",0.577776607972065,-0.372886653824376,0.249962603016144,-0.148894605728603,0.0956350977332496,0.0329561906804891
"RTN4","turquoise","turquoise",-0.712894717407583,0.702129786246905,-0.220158687607379,0.390536158666495,-0.123452907389124,0.00169720912640091
"CLHC1","grey","grey",0.265693453643094,-0.160776381845418,0.164208837313967,-0.0763582045791743,0.0777646370101357,0.0207753304300547
"RPS27A","turquoise","turquoise",-0.134124566139104,0.187700061792895,0.00795717032865418,0.0237211257846851,0.0137748543247805,0.0606669326267534
"MTIF2","grey","grey",0.0190022617490419,0.0296480161057248,0.0172960980733471,0.00935685967080353,-0.00236401890983562,0.0160373397459564
"AC012358.3","grey","grey",0.121075536632736,-0.0496667069457512,0.0513606150544423,-0.0233264220222239,0.0800773469529374,0.0208909304423907
"CCDC88A","brown","brown",0.353179241394471,-0.207753935766982,0.187332559330854,-0.0723564565956884,0.221374362380285,0.0361417160133318
"CFAP36","turquoise","turquoise",-0.0328473681838864,0.122539994972462,0.035948911181597,0.0370902886908488,-0.00771436618629462,0.0358414532652933
"PPP4R3B","grey","grey",0.0458167442802521,0.0322345013628331,0.0709625730987117,0.00152769124368636,0.0682253346372355,0.0239252056288227
"PNPT1","grey","grey",0.171768489150604,-0.0941120880382133,0.099146630936996,-0.0549543593493022,0.155353128304418,0.011163497304306
"EFEMP1","brown","brown",0.0230016239940606,-0.0285832996102535,0.00686863438457739,-0.033386042407064,0.014252357078081,-0.0465942238845975
"CCDC85A","blue","blue",0.437920610871247,-0.222670965889366,0.212763854323592,-0.0324219962288828,0.0207419761532216,0.0155745500820414
"VRK2","brown","brown",0.0891531288363091,-0.0604566714702494,0.0759925252211934,-0.0853953610289965,0.4016291200588,0.083902346114296
"FANCL","grey","grey",0.116503934981001,0.0345048034338862,0.0874399540854663,0.030260881290136,0.0858003073961865,0.0309411562116918
"LINC01122","blue","blue",0.423685866082025,-0.247019732632548,0.168017608111828,-0.0788964545036727,0.0886134622183365,-0.00768856312420419
"PAPOLG","grey","grey",0.0992605301556672,-0.0280813366859843,0.095973808335617,-0.0197987437760559,0.0349275095727121,0.000284952737885527
"REL","grey","grey",0.124431009008936,-0.0743038244540338,0.159022662631798,-0.0503232318170359,0.0568246642479429,-0.0157637035898198
"PUS10","grey","grey",0.187218534732932,-0.12793174160897,0.0843479676940895,-0.0435439707756621,0.0583951484182833,-0.00506931154064044
"PEX13","grey","grey",0.110140181506457,-0.0488455721707383,0.0845804904161771,-0.00765674997365231,0.0409749695545432,0.0227789497673433
"KIAA1841","blue","blue",0.318615806492999,-0.15520590122965,0.12695014578261,-0.0505651558108817,0.0801355474177443,0.0142886099945432
"C2orf74","grey","grey",-0.0599523293013248,0.0859153822870073,0.0078052415119941,0.0226003473228962,-0.0277798875448877,0.00798123981326389
"USP34","blue","blue",0.326068165510545,-0.160594836251133,0.207463621437165,-0.0518672395526589,0.162582190358232,0.00907288823595967
"AC016727.1","grey","grey",0.161013902023715,-0.104643444796827,0.0663294957291514,-0.0401765305213724,0.0633819460503571,0.00592851295790999
"XPO1","grey","grey",0.131189990728125,-0.0149940518806421,0.118649885640395,0.0308122936370849,0.0838294254558426,0.0130933050810807
"FAM161A","grey","grey",0.0215860069851807,0.0217009298318053,0.0437424917183856,0.0110723336689081,0.0429262227845185,0.00842312685152755
"CCT4","turquoise","turquoise",-0.144866216126389,0.244351338047028,0.00659973784977703,0.137092205221702,-0.00943301643947013,0.0314534208653871
"COMMD1","grey","grey",0.311580512498658,-0.160282248885726,0.163814969867383,-0.0858672622973983,0.117448920854101,0.0267508501581209
"B3GNT2","turquoise","turquoise",-0.0614414154400571,0.131663174021721,0.035250292977608,0.104977412103398,-0.0301430548931676,-0.00799384726958873
"EHBP1","blue","blue",0.31963357850981,-0.128621577339576,0.201222223388674,-0.00504956766870421,0.083377134919332,0.0440363561614576
"WDPCP","blue","blue",0.352212835480511,-0.208002863634624,0.171222265148165,-0.103244410254793,0.199074782227712,0.0485597921222977
"MDH1","turquoise","turquoise",-0.555321641140297,0.629761795524719,-0.159412505114521,0.32383754600998,-0.143355363894805,0.0349610360789721
"UGP2","grey","grey",-0.0176873206112728,0.0966742043976515,0.0569310584754721,0.0218098366364698,0.0176018261279717,0.00792170272452991
"VPS54","blue","blue",0.351400856523399,-0.232959828919176,0.174021807418632,-0.126834814622096,0.234214390226399,0.0159513622007261
"PELI1","brown","brown",0.0886240944725327,-0.0753899349628551,0.131271515590817,-0.0769372824069112,0.226380717735112,0.0101670261706751
"AC012368.1","grey","grey",0.0236117130962872,-0.042289258667061,0.116216592856984,-0.0408530723188276,0.0251168099263702,-0.0117553243674283
"AFTPH","grey","grey",0.0120520560942011,0.0774158937623813,0.110279009944682,0.0770805676022471,0.0267409879498341,0.022083088703691
"SERTAD2","blue","blue",0.172580707665607,-0.13619655279759,0.115961796242905,-0.0763367029374385,0.127246969775619,-0.0115076160187121
"SLC1A4","turquoise","turquoise",-0.0646586992170863,0.151454182451802,0.0360409520679166,0.126235524717286,-0.024430052217019,0.0196543445079886
"CEP68","grey","grey",0.114073946869979,-0.02242304815072,0.0559079888626657,0.000920642609019257,0.0373090443220333,0.0193827340874757
"RAB1A","turquoise","turquoise",-0.079559572562551,0.213065869578544,0.0568515788016205,0.14106336161181,-0.00991923879245439,0.0396802466739433
"ACTR2","turquoise","turquoise",-0.126847089886459,0.243700596778275,0.0517016099250005,0.174784887309755,-0.0215765942136484,0.0436753140949368
"SPRED2","blue","blue",0.336752685590002,-0.207143202926288,0.176485314888723,-0.0747176926328967,0.0484683810047142,0.0103959499482182
"MEIS1","grey","grey",0.0773180399022992,-0.0701874356706116,0.0222513415468663,-0.0492861850547243,0.310284547397927,0.0652122083161771
"ETAA1","grey","grey",0.0803497283403545,-0.0120958863695004,0.0796457872273884,0.0199203719842656,0.0597197791220612,0.0306388817420107
"C1D","turquoise","turquoise",-0.00276658157444077,0.0930331029507472,0.0498689137772458,0.0324029781995611,0.00785886398283827,0.0431917152709708
"WDR92","grey","grey",0.0103532816913476,0.0321040579215123,0.0283830604574399,0.0629590491337725,0.0238942593184392,0.011569861789087
"PNO1","grey","grey",0.0171873307365281,0.0415866164472139,0.0377818691756257,0.0235067777816111,0.00409971070298102,-0.00867341999478968
"AC017083.1","grey","grey",0.100239216911525,-0.069137919860982,0.0713557174923677,-0.0325346007117454,0.0457286144391416,0.00900888578474751
"CNRIP1","turquoise","turquoise",-0.046956451542711,0.146527280770901,0.0321454053638904,0.100271921026882,-0.00885334865617951,0.0219942980273427
"PLEK","grey","grey",0.015112064839067,-0.0166537928589784,0.149930576029896,-0.024812469450025,0.0217400911697012,0.00358488918781633
"APLF","blue","blue",0.217995184188023,-0.12420545438611,0.105386496695063,-0.0523565393107573,0.125969243440137,0.0197089226985491
"ARHGAP25","grey","grey",0.05896108530811,-0.0436696637349545,0.19296035217798,-0.045806687072019,0.0843668519908609,0.0150689408766505
"ANTXR1","blue","blue",0.385972558471722,-0.24721409955736,0.145151306174556,-0.0999581265211126,0.0994646203541504,0.0191514730087953
"GFPT1","turquoise","turquoise",-0.000800863715864798,0.136941545412124,0.0558063033201072,0.141232300486628,-0.0152438187815856,0.0145512527883191
"NFU1","grey","grey",0.145524417799967,-0.0274591265639128,0.114130674192489,-0.00939919195199639,0.0412587860715825,0.0177336376625157
"AAK1","grey","grey",0.113713118736357,0.0587985000570038,0.126349771209423,0.084114444871991,-0.00255887118129764,9.80130677810879e-05
"ANXA4","grey","grey",0.135262806089498,-0.127683129307086,0.0545930202005928,-0.101397125168775,0.226588611622035,0.00525721929352206
"GMCL1","grey","grey",0.149189682842317,-0.0625851251456798,0.0711364379898766,-0.0171103986042597,0.0915121737108657,0.0302116061888494
"MXD1","grey","grey",0.110425790455442,-0.0545256094830061,0.0290281253807842,-0.0175752189524341,0.038233382865402,0.0110206119409715
