"gene_name","module","color","kME_turquoise","kME_blue","kME_grey","kME_yellow","kME_brown"
"KIF5C","brown","brown",0.0265022395266685,0.143517037403645,-0.069035851356434,0.117903444944276,0.238826992747713
"LYPD6","grey","grey",-0.0235678251689325,-0.0391005337583058,0.0773134593437471,-0.0096292609885053,0.0153704842504026
"MMADHC","grey","grey",-0.0202839066929173,0.13864745825439,-0.0526806714000656,0.0852605116383541,0.0354032625233839
"AC007364.1","turquoise","turquoise",0.143218008854295,-0.154971253534517,0.0414155777997896,-0.0841018818061096,-0.0523399244159072
"RIF1","grey","grey",0.0611081434175986,0.0638198255600546,-0.0475987573984933,0.0158957638632633,0.02926529102048
"NEB","turquoise","turquoise",0.116115416213347,-0.235782874681215,0.10704999544033,-0.149514613921816,-0.080924476325867
"ARL5A","grey","grey",0.0208346626366843,0.0148865288872214,-0.00810567031742367,0.0165300313118796,0.0735492024709925
"CACNB4","turquoise","turquoise",0.157628157375143,-0.40655502401786,0.165376469220276,-0.261019032910511,-0.143877195887377
"STAM2","grey","grey",0.0560056432462187,-0.0271884519743996,-0.00148930894342551,-0.0187716370579135,0.0117404567879929
"FMNL2","turquoise","turquoise",0.418124173817311,-0.29707313425317,-0.0442799114849485,-0.137124444973121,-0.0655498836200465
"PRPF40A","grey","grey",0.0389504142703437,0.0400962752524493,-0.0259270131762114,0.0227536008068859,0.0172437648862695
"ARL6IP6","turquoise","turquoise",0.0967453568581758,-0.066171227389719,-0.00510732962432556,-0.0180179304720674,-0.000269071330089176
"GALNT13","turquoise","turquoise",0.217410518521601,-0.232471578192296,0.0250296996592544,-0.126428797874659,-0.0619701923125137
"KCNJ3","grey","grey",0.0497977344536768,-0.0944100564616945,0.0348364476618547,-0.0625490375732879,0.0106364589353665
"NR4A2","blue","blue",-0.0594351791044886,0.231573651836927,-0.0324408426403713,0.116452371910562,0.0749481221929042
"GPD2","turquoise","turquoise",0.0603390216109305,-0.0385940183951648,0.00339772833595726,-0.0102271996089245,0.0333052390768221
"ERMN","turquoise","turquoise",0.145994626718593,-0.0620230438496279,-0.138612276844154,-0.015330387523591,0.0140617776145033
"ACVR1C","grey","grey",0.0413251979594874,0.00389958204899295,-0.0176258284962526,0.028151856966956,0.0231081782028594
"ACVR1","turquoise","turquoise",0.079315176817779,-0.0781317462442955,0.00333469979532104,-0.0587468656885101,-0.0219660501382874
"UPP2","turquoise","turquoise",0.101293463064604,-0.162949599755196,0.0600151552299301,-0.0729743988126966,-0.0427326500898432
"CCDC148","turquoise","turquoise",0.109657725143708,-0.1916218147551,0.069333509339375,-0.103152629851363,-0.0602102766330929
"PKP4","turquoise","turquoise",0.216774453704593,-0.127115537599039,-0.0163826819429109,-0.0680553773772636,0.00111679621925733
"TANC1","turquoise","turquoise",0.204485739035131,-0.0834400597617847,-0.066651508376178,-0.0161584407752518,-0.00971022525056459
"WDSUB1","turquoise","turquoise",0.116511217674001,-0.0823093131690036,0.013433664756296,-0.0242805618395052,-0.0264473285035615
"BAZ2B","turquoise","turquoise",0.262031546969103,-0.220919108819339,0.00433591138734354,-0.107457135422899,-0.051383055345933
"AC009961.1","turquoise","turquoise",0.0672425263873079,-0.0969645983703753,0.0278705195446989,-0.0480895376272319,-0.0119185338508863
"MARCH7","turquoise","turquoise",0.0961988202347221,-0.0988441251107896,0.0338442556152395,-0.0599065134321995,-0.0251077347211459
"PLA2R1","turquoise","turquoise",0.11891998107567,-0.275746255762512,0.119592186843467,-0.177025521247229,-0.108724910926005
"RBMS1","turquoise","turquoise",0.0651184620874965,-0.0724121267477032,0.0441698220831587,-0.0583553693269184,0.011887272134005
"TANK","grey","grey",0.0490485241960876,0.00155230980711843,0.0359055787301164,-0.0103596790227603,-0.000403961763386814
"PSMD14","blue","blue",-0.0296510700055474,0.212553761613643,-0.0664184644672812,0.126466707915729,0.0105543847529709
"SLC4A10","turquoise","turquoise",0.0590337827722224,-0.0901580016631081,0.0731699297975878,-0.0991634874099335,-0.0794194631962549
"FAP","grey","grey",0.0152006491834462,-0.0454027357650247,0.0938593633317644,-0.035039569772152,-0.00845525944093061
"IFIH1","grey","grey",0.00486771907030278,-0.0331600019075043,0.0264579261759445,-0.0199236084248875,0.00127061575384035
"GCA","grey","grey",0.0180692996861309,0.131760720200808,-0.088390773995784,0.0983120672152291,0.0460669492694613
"KCNH7","turquoise","turquoise",0.126972927603293,-0.307596556426978,0.127257007643729,-0.204264644624229,-0.130658072056277
"FIGN","turquoise","turquoise",0.190473131047198,-0.0920470574934202,-0.0154136354077216,-0.0278025610972462,-0.0111168884581395
"COBLL1","turquoise","turquoise",0.0341055449071708,-0.0592223561327893,0.0143245203582715,-0.0437047238703947,0.00330345248357876
"SCN3A","grey","grey",0.0279911101138031,0.0581043728883161,0.0412394652825701,-0.024822989995876,-0.0306056416366887
"SCN2A","blue","blue",-0.020303628784571,0.193896824820094,-0.00525887851306848,0.027031849834983,0.00277929372350078
"CSRNP3","turquoise","turquoise",0.0347601661691724,0.0478845698994027,0.00548833159654981,0.0598216096901979,0.152957026414386
"TTC21B","turquoise","turquoise",0.0840302058699993,-0.0980907496487737,0.0415313386301626,-0.0664926944501372,-0.0449188090813622
"AC010127.1","turquoise","turquoise",0.0723080053204568,-0.136871990513724,0.0665931235835834,-0.0659243316756963,-0.0553113790209411
"SCN1A","grey","grey",0.018478161820009,-0.0487948737465121,0.0524444951482502,-0.0378614206438057,0.0157808499976354
"SCN9A","turquoise","turquoise",0.0381853713148494,-0.11633253178214,0.0982266190097221,-0.107280591667411,-0.0814755837351244
"SCN7A","grey","grey",-0.0078601677006827,0.103946907832839,0.0144768127580944,0.0215967002169624,-0.0136677271538036
"AC073050.1","turquoise","turquoise",0.20406058824512,-0.482635493950971,0.189164745920843,-0.291847426844985,-0.166265464103536
"STK39","grey","grey",0.0873096469882877,0.0770377388414788,-0.0590983263015772,0.0435171685742664,0.0298574912575628
"CERS6","grey","grey",-0.000907671615292672,0.0541959641703193,0.048034904359966,0.00419806059158668,0.0579749029089801
"LRP2","turquoise","turquoise",0.232901268044524,-0.0608380310138628,-0.137156456777317,-0.00744543152867313,-0.000228377428152145
"FASTKD1","turquoise","turquoise",0.0832184566759549,-0.11061384004774,0.0404153354509395,-0.0644680584801093,-0.0331376689991275
"PPIG","grey","grey",0.0221797029931661,0.0932966012430567,-0.0384332661043409,0.0444111002202397,0.0681811588858227
"KLHL23","grey","grey",0.0310212153956861,-0.0141920735985444,0.019967119984363,0.0191008643754029,0.027268390587873
"SSB","blue","blue",-0.0661359228061103,0.268316801085149,-0.0882763004120366,0.185023670443578,0.0501358755370179
"METTL5","grey","grey",0.0119572862752594,0.0402832691727019,-0.0310974181853628,0.0434532895544643,0.0179447038182087
"UBR3","turquoise","turquoise",0.103407986969985,0.00619777038892527,0.0217899058979421,-0.0301619873006457,-0.0230248461714078
"GAD1","grey","grey",0.0359087537989058,-0.0174683836206238,-0.0187392890381534,-0.0100317634366875,0.0157238304790712
"GORASP2","blue","blue",-0.0162763359057683,0.170770563325239,-0.0550952438233201,0.095437753244203,0.0367339541243357
"TLK1","turquoise","turquoise",0.0563355617997708,-0.0126819513924356,-0.00453666088488784,0.0119891555216535,0.0436154462567723
"METTL8","grey","grey",0.056498380339732,-0.0291849928230215,0.0219179457436921,-0.0185563315436883,-0.00739572985985095
"DCAF17","turquoise","turquoise",0.112966522634625,-0.0696365602906879,-0.0168428073945796,-0.0228443152966391,0.00669794624347673
"CYBRD1","grey","grey",0.10803048274517,-0.0329428222077219,-0.0399255561629184,-0.0158707514601798,-0.020200510540757
"DYNC1I2","grey","grey",0.0133904894186287,0.170621810272054,-0.130965774285609,0.150675376400253,0.0456161200163983
"SLC25A12","turquoise","turquoise",0.0821514362148843,-0.0401579012796824,0.034051326381478,-0.0357279526407096,-0.0607382854044286
"HAT1","grey","grey",0.0412053373088861,-0.0186861355153976,-0.015373635514322,0.00050454684340103,-0.0342543141161269
"METAP1D","turquoise","turquoise",0.070387064066267,-0.0798654428614137,0.024408914573201,-0.0244367878014638,-0.0348415013998294
"ITGA6","grey","grey",0.0156645930476152,-0.0270399688429539,0.0399168199181352,0.0140379747844636,0.0145190679219894
"PDK1","grey","grey",0.0338077509569354,-0.00725958256137877,0.00445455674417429,0.00539508305755056,0.00756334978703717
"RAPGEF4","turquoise","turquoise",0.0897795069652731,-0.140831388072172,0.0861431540066915,-0.115993356868693,-0.0554091497835741
"MAP3K20","grey","grey",0.0181298720953683,0.034411817147788,0.0205587091075213,0.036878063408094,0.0891043544283015
"SP3","turquoise","turquoise",0.0804797971765236,-0.0645654019041355,-0.00934841498503865,-0.0263671394214423,-0.0288723883687903
"OLA1","grey","grey",0.0386526512989057,0.143942983617419,-0.0389499148304951,0.0917019181256974,-0.0157481827352809
"CIR1","grey","grey",0.0128102062711316,0.0756896852652594,-0.0362028656363924,0.0806428148403766,0.0240533091057984
"SCRN3","grey","grey",-0.00706539011917923,0.13484194811906,-0.0449233072171318,0.0978580359380681,0.046455011243196
"GPR155","grey","grey",-0.00953839516556646,0.150454721616302,-0.00415503586326435,0.0418928863393498,0.00770146362218423
"AC010894.3","blue","blue",-0.0246599237016141,0.121874370690838,-0.0733516470322831,0.153878985914269,0.0492542020756068
"WIPF1","turquoise","turquoise",0.211517199633747,-0.0807851127262466,-0.104023277478169,-0.0111919759519405,-0.00527824842531725
"CHN1","blue","blue",-0.056685223543732,0.281099529569703,-0.0768981316198649,0.225916766725821,0.165041773506536
"ATF2","grey","grey",0.0243789489489251,0.0753313646448719,-0.029825655487585,0.0626160596090624,0.0857600978611626
"ATP5MC3","blue","blue",-0.0846741861314382,0.346652029184227,-0.123572688737054,0.356697427426282,0.121512988426408
"LNPK","blue","blue",-0.0441706689230018,0.269220309336154,-0.0461856226021774,0.132239771381074,0.0344910984990215
