"Power","SFT.R.sq","slope","truncated.R.sq","mean.k.","median.k.","max.k."
1,0.160011753906609,17.4019534508102,0.824220895286739,5510.40203926084,5521.13013207856,5800.21964915361
2,0.11584037813049,-9.46910406864947,0.992682283109697,2808.06920379226,2805.04922187571,3217.49185534359
3,0.468832254598823,-14.5394447642906,0.926777946285567,1446.11248744345,1433.11264751403,1856.46832919659
4,0.750112244022099,-14.0801318460444,0.931012499927495,752.514209643329,737.743007126853,1105.28359103354
5,0.833504871569201,-10.947215433377,0.961497629261994,395.700170286352,385.048816272931,675.929725818245
6,0.89389528607455,-8.97389292948196,0.987018549851193,210.303108483532,202.526656855939,423.192968213629
7,0.929074805582102,-7.19009297965933,0.987458580263085,113.008409368083,107.047949723783,270.596806778586
8,0.950691572549725,-5.92090721735413,0.99193472528162,61.4314879747855,56.9538107611729,176.382895796788
9,0.964985247022751,-4.95398931798159,0.996926528003656,33.8059874543977,30.4910120472681,117.039929069206
10,0.97544755439876,-4.214414202229,0.997613152442751,18.8499569688227,16.4308525747576,80.4315236464507
12,0.975182810669185,-3.47228938509647,0.996501188947669,6.12518027835087,4.86003563758627,47.7479411901109
14,0.951806013272284,-2.95956812801409,0.967544455542697,2.13226269192192,1.47573814902416,33.0622290394193
16,0.963672754386362,-2.48659066835435,0.987788797332396,0.806782070756179,0.4555651821441,24.1616508399203
18,0.964446607299236,-2.13572544253987,0.988733279563793,0.336686349339596,0.144129174187556,18.3187557748898
20,0.964287942266243,-1.89024684430947,0.989415905945349,0.156489758931744,0.0462152738719445,14.2578552260888
22,0.450370232557759,-2.17152417327522,0.358723157689925,0.0810052933651562,0.0151489674582727,11.3162011742143
24,0.474472536583394,-2.03511073342608,0.452409568835449,0.0462046489569242,0.00507332943878569,9.11857852227412
26,0.474893938843529,-1.90014453980283,0.454377186362001,0.0285490411221576,0.00171884921958543,7.43745516811146
28,0.47915533489623,-1.81719941684614,0.451590772515297,0.0187694367016531,0.000593698555396704,6.12713777591401
30,0.486551457296833,-1.76383377899308,0.458048716839897,0.012931932622293,0.000207694672932801,5.09021209482125
