"gene_name","module","color","kME_pink","kME_blue","kME_grey","kME_magenta","kME_purple","kME_green","kME_darkgrey","kME_darkorange","kME_red","kME_turquoise","kME_brown","kME_yellow","kME_grey60","kME_lightgreen","kME_cyan","kME_tan","kME_paleturquoise","kME_saddlebrown","kME_lightcyan","kME_orangered4","kME_white","kME_darkturquoise","kME_skyblue","kME_mediumpurple3","kME_salmon","kME_darkred","kME_black","kME_plum1","kME_orange","kME_midnightblue","kME_darkgreen","kME_sienna3","kME_royalblue","kME_greenyellow","kME_steelblue","kME_lightsteelblue1","kME_lightyellow","kME_yellowgreen","kME_darkolivegreen","kME_violet","kME_skyblue3","kME_darkmagenta"
"Cpa6","grey","grey",0.0140998338943404,-0.0109023879562843,0.0845566307662893,0.0914856893237404,0.0475302963244745,0.0284552803691459,0.0428781371030601,0.0580808002141222,0.047769088024676,0.0315364953631636,0.0229324298745612,0.00226966511207836,0.0708628430294717,0.0327002002844772,-0.0050541034434052,0.0697506086820845,0.0355051423868481,0.0452964623611995,-0.0107927435256386,0.0316184056474879,-0.0158850012423572,0.037022321510937,0.0500085959744289,0.041665594498026,-0.0185858382883923,0.0502217006156277,-0.056981071797293,0.0814555155796046,-0.00556673627815937,0.0247057211966753,0.0269355374813385,0.0794231850155265,-0.0220299734094742,0.0107764545162342,0.0847320159036431,-0.0204706660257638,0.029167010626562,0.0468964946937175,0.0564950916645061,0.0349836006003907,0.0349520165654895,0.0869658218648228
"Prex2","brown","brown",0.0068960079119438,-0.00594445207847368,-0.0403356568673513,-0.0292024490553439,0.0467277297542514,-0.0056102292945865,-0.0453949206187297,0.00295065683909163,-0.0282229219980229,-0.0748210482250794,0.126624600007216,-0.0088704440607269,-0.0636737340907462,0.00119616966082496,-0.059908956734392,0.00356423486784407,0.0117426064921898,-0.0830555431925456,0.00555760320900836,-0.0220548192020069,-0.0116763328006248,-0.0792716060692485,0.011668908879695,-0.0304130549122084,-0.0414804128012717,-0.0762424285488021,-0.0865613226126244,-0.0295677112600505,0.0270306318721605,-0.12090783419696,-0.0154050513853401,-0.0452555830403093,0.0405155648358565,0.00644707217137583,-0.0924609253404947,0.0106663629056808,-0.0520121595533961,-0.0371744612026075,0.00241779384568753,-0.00385971127111204,-0.057630566958088,-0.0285199157277311
"A830018L16Rik","brown","brown",0.202055562028823,-0.0139347986785529,0.195269223513852,0.128862782075546,0.289372076896523,0.0954991676018105,0.110299586340056,0.206363685433459,-0.0100120308138606,-0.0101168356783664,0.362030051033969,-0.187338325124772,0.0459854496211791,0.0674922041285684,0.0237671243701755,0.156255164191637,0.0992017072260832,-0.233338946908367,-0.0401987787843857,-0.0367098380822245,0.038184930909949,0.0352230139253294,0.0645884341005267,0.0813219288673502,0.0167345718943049,0.127958670566365,-0.241241756051989,-0.0867487773781861,-0.00994412013212908,-0.0389150697443962,-0.0244725021641336,0.039901742240385,0.17748457878659,-0.050063217936622,-0.0127445722285398,-0.067456251945338,0.0204847088374023,0.137646389452479,0.0668865506422895,0.107129604700464,0.0772429385785659,-0.0171803698251697
"Sulf1","yellow","yellow",-0.225447211044341,-0.137813003222399,-0.0974163702809433,0.0547525551006488,0.00890530226030064,0.0538355283316266,-0.158285210848406,-0.180085789182192,-0.0519203547403768,-0.193479409154414,-0.201193890123354,0.525515228220399,-0.460229299499215,0.0818968919292782,0.0563957901343382,-0.216218427439848,-0.158836671039112,0.204394650931383,0.353698436661754,-0.0302013627322644,-0.0599737069801316,-0.241006757402854,-0.189374242490628,-0.0867901886501013,0.0613279686605099,-0.085171150362908,0.18728407380428,-0.175178514383143,0.140832546761541,-0.266964416445589,0.0223363536303161,0.0150115678979551,-0.132709945027876,-0.0593556779838642,0.0520164396509744,0.0836397108285561,0.119750402424569,-0.169275028586743,-0.0490025760503837,0.0392062905293334,-0.335527698448142,-0.123168132481119
"Slco5a1","grey","grey",0.0687686141833785,0.0106907960105464,0.0366283610417413,0.0461692680067446,-0.0264395669655024,0.00277388153794695,-0.0442847411337678,0.0277807304377845,0.0379071807178798,-0.045306095265029,-0.0172336383578765,-0.0718354835910623,0.021667222147017,0.0304031299810705,0.0614998328427992,0.0306983031898715,0.0249483411214738,-0.0524729133425421,0.0105056231201825,-0.0973915741088878,-0.0255566550122203,-0.0049849331170293,0.0412958595904419,0.0414966085352624,0.0608494403217602,0.0689906464619141,0.0850420394272038,-0.0883555099445432,-0.0575049527875748,0.116159277773377,0.0186288931134527,0.0453969852906744,0.016802706072981,0.0123990756610806,-0.0388989089897499,0.0569997218629527,-0.0220261008986664,-0.0294456778600889,-0.0429674650700018,-0.041932778927889,0.0851468182529676,-0.047099303221415
"Ncoa2","turquoise","turquoise",0.0971069713560977,-0.00606859838806175,0.154910741827305,0.0794278937485898,-0.0512376078456499,0.0736215099523176,0.0483137660652829,0.0630895984844033,0.0950776942272649,0.0499424951465549,0.0406076707736589,0.00784853819586615,0.0998501493185689,0.0581808792661483,0.10471092177165,0.0670471264734151,0.0731332772923665,0.111163480150688,0.0563340998763689,0.0672824088576159,0.054644458027977,0.00258918185984504,0.0818565533850875,0.0831627289221571,0.0359408622302862,0.04063957935094,0.0516473871693682,0.07471742454308,0.0475193579911524,0.0871613231691505,0.074451648576085,0.0532632384114739,0.023365008900398,0.0194718048540685,0.0656715439217054,0.0525900803673392,0.0616387341230167,0.0206954064789381,0.0823502746299482,-0.0265514015194089,0.0804582262004973,0.0787039552839808
"Tram1","grey","grey",-0.0297071285286428,-0.0068619634527356,0.0835797240944651,0.00413391833116304,0.117625926555712,0.0102689028011341,0.0468785990403543,-0.00520388950018261,0.00824952828206596,0.0779761427026321,0.0158028715897009,-0.00873101482904629,0.008192076866006,0.0389807578552275,-0.0287830823414786,0.028648396789913,0.037495291136173,-0.0313891132888528,-0.0266337876642865,0.000158824843675675,0.0110229830314498,0.0521142134114269,0.0779164311289237,0.0253300268539127,0.0852794555435074,0.0275706570537806,-0.0342464868763458,0.00103143979117635,-0.00619593581674191,0.00657395802774501,-0.0222012229539368,0.00678268929469513,0.012218856355604,0.0242678177483689,0.0313106748894346,0.0131257643159455,-0.0130242219158701,0.021687695413998,0.00127214244855609,0.090978306544292,0.00846719325070017,-0.00682082708123619
"Lactb2","grey60","grey60",0.131899310406066,-0.0561350873031221,0.168922636193915,0.0178959758398767,0.029917284032292,0.0359384185899325,0.129781929763399,0.187263378237598,0.105504630008246,0.0676383789248887,0.138086462722986,-0.20077296987204,0.261868912221581,0.0589541678360398,0.0424586935574063,0.145309592215466,0.109191290232043,0.000240214272685583,-0.134710717007727,0.0505107693741476,0.0681434275624608,0.116961970502145,0.114717404906513,0.154053823288701,0.0455747905431831,0.067335648115605,-0.0355051459727877,0.100509633959399,-0.0794143580666813,0.164061464081342,0.0751058637268786,0.0448936063617846,0.106182874956558,-0.0297142618145141,0.0218432942781761,-0.00175799530559718,-0.0198193083172743,0.0695852253598835,0.0913856778336042,-0.0331659906570018,0.122820199099678,0.125266477134481
"Eya1","brown","brown",0.315671493870818,0.0315055830860349,0.0881612196692865,0.12653791001001,0.0233894335267805,0.0421636363314272,0.0332986383368253,0.0601303844061415,0.00833868497788452,-0.0291145497583151,0.567081764189455,-0.264872814733278,0.082267202632345,0.109471887131427,0.00659794626530792,0.138348342457299,0.013119705443011,-0.209811884510983,0.0149220603640902,-0.0736801060125668,0.0654954837018743,-0.0102889646909607,0.153717634080682,0.0947918026446972,-0.000757345549802312,0.129137462366224,-0.298552276699548,-0.00563299489003386,0.239069919950886,-0.194316937147552,0.0122378281802082,0.0481649502302861,0.230072340993195,-0.042104656126039,-0.0125184605494019,-0.0393754525846629,0.150081566387184,0.117883774409923,0.150939260155612,-0.129062986373031,0.168681991983866,0.0124286574504923
"Kcnb2","pink","pink",0.537120117160255,0.0897516122370937,0.195783836052411,0.27486732703331,-0.0634998029964889,0.216339469655178,0.0340542104417904,0.0794846675589727,0.171215732132594,-0.209195724473487,0.316587701144882,-0.289676950129199,0.170783545550473,0.189704268087214,0.301065800837623,0.146945457257839,-0.024599267944525,-0.134260155454184,0.124638423105041,-0.0260227951119068,0.059403455982861,-0.0168931669773592,0.238884259795329,0.176223230362929,-0.000319304095789571,0.210582507238614,-0.0980333269057058,0.052724190962263,0.296104856685088,0.0521040957912876,0.169057268486962,0.0841491348883729,0.279072481234079,-0.049972627278582,0.0434083704455091,0.113852640244859,0.0864952264167421,0.118664981835199,0.221163714997101,-0.125391451575246,0.248237275679373,0.172559863454025
