"gene_name","module","color","kME_purple","kME_grey","kME_green","kME_greenyellow","kME_black","kME_blue","kME_yellow","kME_turquoise","kME_tan","kME_brown","kME_magenta","kME_red","kME_pink"
"Elfn2","grey","grey",0.0138644753795817,0.0287665049071472,0.0211913504839493,0.0223243292240854,0.0307189464329651,-0.0103365423255597,0.0125127906983558,0.0315529581105135,-0.00217649813059852,0.008490806877087,0.00597357691905526,0.00920117585764649,0.0014823766916932
"Gga1","grey","grey",0.0118622945650784,0.0768919248295562,-0.0819875360501474,0.026401421671582,-0.0592861932850815,0.0522723772757068,0.0606595858523635,0.0374858265761739,-0.0176798861543087,0.0604606506508185,0.017914122221388,0.0910912349468066,0.0837816705276106
"Pdxp","brown","brown",0.0355699937842561,0.0557712754497545,-0.126320541415095,0.0536725951615667,-0.0925085705259085,0.00755346522936507,0.025201800643859,0.0613794310558852,-0.0774525021113065,0.239336521140886,-0.0546735307819911,0.0809068482431458,0.0338897402904535
"Nol12","grey","grey",-0.0197212534316513,0.0417759427075548,-0.0128534334173364,-0.0129844867267869,0.0125860707627012,-0.0158139424074533,0.0478370822239204,0.034116979469834,-0.0227112631385157,0.0557316194802103,0.0245828033265978,0.00672315518628507,0.0170779477511315
"H1f0","grey","grey",-0.0164548353533047,-0.0151343697013169,0.000235784743959132,-0.0169074666167556,-0.0334953617525947,-0.00243682379729577,-0.00332878012862433,-0.0212733765897702,-0.00300001639386034,0.148630749547511,-0.00459756916879029,-0.0153914618983114,0.00581881713358345
"Ankrd54","grey","grey",-0.109535945796414,0.0260313685537328,-0.0504284540327711,-0.0430588527844893,-0.0171713212013377,-0.0777406904882376,0.135497104996438,0.0508647875172004,-0.0980142527132278,0.0348797893518862,0.0833159023951956,-0.0224373009372695,0.076761279985794
"Eif3l","grey","grey",-0.0312251534888675,0.0279966924941164,-0.0135250629860158,-0.00526321784151365,-0.0386742390687022,0.00326785595420293,0.0406263496674096,0.00930389496503971,-0.0148118909800192,0.0666602675382161,0.0322406689781151,0.0141167368598581,0.0412834536322099
"Micall1","green","green",-0.198544730608366,-0.339695800065539,0.567028446441657,-0.257049730712181,0.2954681723252,-0.12858884577049,-0.199191999085612,-0.333589332677958,0.247006198119333,-0.142162111043011,0.130491696945255,-0.441105552154536,-0.237358741219134
"1700088E04Rik","grey","grey",-0.0780714597643512,0.101153260156396,-0.0271480595210561,-0.00959327749321615,0.0394018018967071,-0.0584966636586707,0.139369961094472,0.0939431822263759,-0.0877131946666719,-0.0161768004625753,0.0992163790153866,0.0216322371415921,0.0815975579588558
"Polr2f","grey","grey",0.00516826764410054,-0.0107575794055764,-0.0181493088179146,0.0152972318370215,-0.00737737915080802,-0.0225775617422692,-0.0145259640330536,0.00366286658989909,-0.0159714156933905,0.156336091866426,-0.034200278017247,-0.00943869984242573,-0.0203433773584265
