"gene_name","module","color","kME_red","kME_brown","kME_blue","kME_grey","kME_yellow","kME_black","kME_turquoise","kME_pink","kME_green","kME_magenta"
"Tmem70","grey","grey",0.013650631029369,0.0108704659273375,0.0543444025789125,0.0558066466864149,-0.0298551001493695,-0.00906853276999611,0.027921216203287,-0.0132059917738872,0.0414139503855298,-0.0217299707033288
"Ly96","yellow","yellow",-0.1705042915475,-0.0585359006663103,-0.0963879222042815,-0.214060831674281,0.383768727778382,0.154141337981204,-0.193965713393796,0.185556775935982,-0.299884212564459,0.00507022129311589
"Gm28376","brown","brown",0.179276178240789,0.254811930034752,0.00719669756504131,0.0213557944515315,-0.0546359974269923,-0.191942987245773,-0.171524225006451,0.153304589071278,0.0964861367298791,0.0928566011770619
"Jph1","brown","brown",0.17498421300265,0.229267815540318,-0.0133005056713297,0.0466581200672637,-0.023121292770958,-0.118883962001669,-0.143758194550186,0.156244684092454,0.0982061635070984,0.0862166339521174
"Gdap1","grey","grey",0.0529019813975367,0.0874378265215899,-0.00234220706413822,0.1047730592085,-0.0140965576584902,0.000126988848257003,-0.0064260515974689,0.0461279733162828,0.0937737158851498,0.0413694181230892
"Gm16070","red","red",0.31128773475131,0.0811914201175459,0.0170123270064951,0.0884597346300027,-0.077928485600044,-0.0388330683115419,-0.00938824871737645,0.0186842891907416,0.118849036856823,0.207004476126196
"Crispld1","grey","grey",0.0312990881872897,0.0443817006300396,0.0101035028855437,-0.00852414273113846,0.033738328318757,-0.00790739914290305,-0.0533510101698285,0.0625557606555299,-0.00693991774778715,0.0225796400355402
"Gm28153","brown","brown",0.0926976239154277,0.371014769806917,0.137220537391519,0.215765708190119,-0.25067079964963,-0.311526025191952,-0.0870528117212045,0.0876811035317746,0.309396882507581,-0.0181944004981646
"Pkhd1","grey","grey",0.0310971754088219,0.0421810474633185,0.00350202774882932,0.0450857447808226,-0.025731327496186,0.00313221584621098,0.0169504542894609,0.0117609029821917,0.0506753196048415,0.00927341998983133
"Paqr8","grey","grey",0.0303538063475628,0.0536998888099187,-0.0657056569922139,-0.0412583360930954,0.0735178185854625,0.00540208624289725,-0.0844085560428386,0.120054985039351,-0.037406037723921,0.102411733765648
"Tmem14a","grey","grey",0.0438230630652703,0.0910433539700213,0.0600394163360792,0.0977951794024712,-0.0805449474592718,-0.0455310600857169,0.00900167094072568,0.0114314311826207,0.10110157810586,0.00783162920807303
"Gsta3","grey","grey",0.0325210690698787,0.0781824394441898,0.00144934377823091,0.0267021550673834,-0.0079952190724877,-0.0398275149126526,-0.0426141797801493,0.068994766653769,0.030635463970427,0.0421168435501561
