"gene_name","module","color","kME_pink","kME_grey","kME_black","kME_magenta","kME_turquoise","kME_green","kME_blue","kME_brown","kME_yellow","kME_purple","kME_salmon","kME_red","kME_greenyellow","kME_tan"
"St18","grey","grey",0.0140512048719073,0.0382897629988918,0.0141888902251634,0.0211774153384548,0.00106552282139579,0.00268886171109724,0.0186732629665396,-0.013824788103852,-0.00554864623656583,0.00405123139245667,-0.00589675861226346,0.0121768702798339,0.0220179804823241,0.0161216360802994
"Pcmtd1","magenta","magenta",0.141207069852993,0.0916858871666625,-0.00144762404036208,0.143494647635362,-0.0113629723941146,0.0944505959890599,0.0807252131105953,-0.0495102407887174,0.0150240907408478,0.070993158956071,0.018008229766493,-0.130022316394367,-0.104380816444347,0.0372598574826952
"Gm26901","turquoise","turquoise",-0.00349441143690283,0.0671552611919848,0.0547973305415903,0.12793958879657,0.234056889957008,0.101814632790791,-0.156143373072605,-0.0240738580380268,-0.106572186049322,-0.0561108062610964,-0.040380066235576,-0.015436445163719,0.00475748116438944,0.125743362933676
"Sntg1","green","green",0.22581535866241,0.222133895052771,-0.056077818856714,0.221514887283316,0.133596730522014,0.270929659544229,0.0492041468735526,-0.143125256509341,-0.119311686912953,0.0182008631148701,-0.0250751413012742,-0.0332171340474086,-0.0810062477119766,0.196121742865756
"Rrs1","grey","grey",0.0242696969390359,-0.0300313625548893,-0.00635926534650586,0.0180126685557477,0.00345714585642398,0.0286689910153642,-0.00969124424386579,0.0356414350931692,0.0174229349614721,0.00283592570682748,-0.024629480963567,-0.0398321225859308,-0.0262819741214887,0.00703147487252015
"Adhfe1","grey","grey",0.0142302467615843,0.0305486130057149,-0.00259569900142944,0.00705378202994042,0.0107625364098508,0.0164102194886901,0.00951783041289373,-0.00798338826649733,-0.0220408833726867,0.000573304970863436,-0.000303319556018848,0.00878725150968744,0.00196464103171933,0.0325327694876666
"3110035E14Rik","blue","blue",0.0533441827697113,0.0453188599993701,-0.0328856987307597,-0.0264348965534863,-0.119075730368192,-0.0483214029575789,0.152748799663772,0.0213866962564408,0.0797800089468414,0.048073676658964,-0.0362976314844134,-0.0637607355108221,-0.087911071612128,-0.0498727252594601
"Mybl1","grey","grey",-0.0147721519903001,0.00531473749862284,-0.0266481821560212,-0.0468126867330749,-0.0157624162583992,-0.0443996509753973,0.00883445214457051,0.0233593202704694,0.0377983198156852,-0.0359360427091659,-0.00389528750611387,0.031964619273271,-0.0110752210530852,0.0101894866020177
"Vcpip1","grey","grey",0.0311760306863039,0.0627344378274813,-0.00434911143241741,-0.00153608088612392,-0.00648587813628034,0.014123148543895,0.0380462530123994,-0.00923724886689624,0.0212903879213087,0.0104085567288444,-0.00674032877491294,0.00362655058354515,0.000893758408081193,0.00141858612243339
"1700034P13Rik","grey","grey",-0.0579886028117839,-0.00562509679406591,0.0145137860399415,-0.0502315069666752,-0.00233460137018959,-0.0394972236633061,-0.00700133936801124,0.0285452808996983,0.0123436440858568,-0.0153834752031284,0.0166004517237218,0.0279253806067489,0.0254077782776994,-0.0546242876920512
