"gene_name","module","color","kME_yellow","kME_grey","kME_turquoise","kME_blue","kME_red","kME_black","kME_green","kME_brown","kME_pink"
"Kcnb2","turquoise","turquoise",0.367374136986919,-0.0849240708096594,0.53578362092617,-0.530699701618461,0.129930513095498,0.327388274670931,0.0983627320397575,-0.333113055571575,-0.00301465629234795
"Terf1","grey","grey",0.103881712040941,0.123402282509309,4.69180386855411e-05,0.0207022358961006,0.0811848908033063,0.08371540176468,-0.0683968351619762,-0.0690756886795307,-0.0415785426237709
"4930444P10Rik","blue","blue",-0.0274306402503183,0.1897601723708,-0.260454777274355,0.295674917044881,-0.00689053051346892,-0.0923050588586638,-0.154736557607141,0.0741953333103266,-0.133554982540867
"Rpl7","grey","grey",0.0281234507018751,-0.00949254585039508,-0.0125248751565751,0.00501231008745298,-0.00344207849316699,0.00578266006731914,-0.0228166419686242,0.00722212010361008,-0.0103125058957028
"Rdh10","grey","grey",0.0367306513104024,0.0156382227133741,0.0320140398873039,0.00459148274387847,-0.0349915687440071,-0.00605168242227846,0.0318152525284132,0.029495089084408,0.00741846103699161
"Stau2","grey","grey",0.174318835424168,0.102378838646291,0.134983370512376,-0.0521784511582112,-0.0204046401643013,0.0320404786765902,0.00893730854022921,-0.101239867932113,0.0518331555353634
"Ube2w","grey","grey",0.212469882393257,0.208083766506371,-0.025578821258727,0.0914954575680969,0.0152824914683539,-0.0231512185078866,-0.137606795255679,-0.11539855290713,0.00715070773642776
"Eloc","grey","grey",0.0134843852556801,0.0251039667547114,0.0108655368304685,0.00628751546602227,0.0155217816970149,0.0295628514713771,-0.00123895835788282,0.00870629286970885,-0.00757216388470343
"Tmem70","grey","grey",0.1002416201798,0.0625626392142498,0.0323832888591707,-0.00393521078616371,-0.0021544058677403,0.0450694270541511,-0.0513008706024911,-0.0754779625014243,-0.0220268954891664
"Ly96","turquoise","turquoise",0.0152415242254601,-0.0649956016029007,0.117602174267805,-0.0955688161698681,-0.0445893810743345,0.0221741551001173,0.0983561900501738,0.0172597440910018,-0.0209989056732639
"Gm28376","turquoise","turquoise",0.151416362916453,-0.0644498877562202,0.184731623134455,-0.174896431654706,0.09708190622885,0.098792938600458,0.015895547349129,-0.162166114877914,-0.0207099314551281
"Jph1","turquoise","turquoise",0.0962303169679983,-0.0451469358958913,0.194351979232771,-0.178941981494602,0.113787760773377,0.121637537974207,0.0830173248314162,-0.0940454992832513,-0.0602315219621326
"Gdap1","grey","grey",0.0950573782509813,0.0250570077765005,0.07359294063963,-0.047198571409281,-0.00285641295223119,0.0322361029878329,-0.00237943462483306,-0.0435136804327142,0.0162480590278868
"Gm16070","red","red",0.0589340222587719,0.106704747379988,-0.00148191097152197,-0.0388154084950099,0.269783279359286,0.15567463881423,-0.0794927778203002,-0.0932717496020171,0.00134466844950583
"Crispld1","grey","grey",0.046101211191488,-0.0298272274719198,0.0373641677779025,-0.0295837372544213,-0.000252337577291709,0.0339820441512571,0.0188398246966147,-0.018185394267221,-0.0299128522823087
