gene_name,kME
Pros1,0.208927924520069
Lmx1a,0.208811771958155
Luc7l2,0.208499942856076
Onecut2,0.208466961547668
Ece1,0.20844710294365
Cbfa2t2,0.208028238132338
Arid4b,0.207079119447293
Tmem219,0.206930760762152
Senp7,0.206693396409151
Braf,0.206482828527405
Prune2,0.20617994588947
Ankrd12,0.205272676001399
Sgms1,0.204402013588835
Cpa6,0.204120403221723
Wsb1,0.204022008944493
Unc79,0.202564773053193
Dlg5,0.201997472401866
A730017C20Rik,0.20150794763988
Cdyl2,0.201061032289697
Casc4,0.200701685306626
Rundc3b,0.200471031964165
Kcns3,0.200416491775546
Ephb2,0.200027816601277
Stat3,0.199975244168595
Pkn2,0.199678909435229
Ttc6,0.199531396521265
Nsd3,0.199498355672951
Pdss2,0.199101866187358
Creb3l2,0.197789237728405
Ank,0.197731994346279
Syne1,0.196788661523021
Arhgap32,0.196688640676429
2610035D17Rik,0.196415734399507
Ssh2,0.195090122559416
Gls,0.194463605355442
Dnajc12,0.193788170100848
Dgkd,0.193561679378075
Cfap36,0.193099548493976
Mpzl1,0.192982156822448
Cnrip1,0.192923796493699
Kcnj16,0.192877951069929
Stxbp5l,0.192541019033279
Rhoj,0.191354205151464
Adcy1,0.190880656946265
Col9a2,0.190875339136159
Wdfy3,0.190772626245479
Rnf130,0.19068279244597
Dennd4a,0.190398356715409
Trp53bp1,0.190380496907958
Zmym4,0.190342105465709
Hdac7,0.190166202726143
Arntl,0.189479698129962
Scn3a,0.189255220941603
Hnrnpr,0.189182936229143
Xpr1,0.188681966941953
Ash1l,0.188650563455996
Stk33,0.186338580434599
Scamp1,0.186178766527998
Smg6,0.186066181909658
Rabgap1,0.185653399632795
Ptpn12,0.183445472619866
Tmem64,0.183223865856975
Mark1,0.183218353352318
Mei4,0.182660096960962
Rock1,0.182309815011315
Maml2,0.182165209755898
Nt5c2,0.182012043001213
Map3k5,0.181256370870788
Sel1l3,0.18089280554726
Golgb1,0.180551976461669
Top1,0.180520816009373
Xrn1,0.178935491504651
Mga,0.178726203054073
Gck,0.178203840654085
Rps6kb1,0.178118240442806
Cttnbp2,0.177872449833178
Gm12353,0.177233995262275
Pias2,0.176725807650993
Sema6a,0.176050212902433
Ep400,0.175656277484704
Epc2,0.175293652690096
4931406P16Rik,0.174762079744045
Itpr2,0.174419033973202
Pspc1,0.174141072963765
St3gal6,0.173982825971405
Atrx,0.173302846676521
Ift81,0.173296510741498
Rsf1,0.173293717663537
Cxxc5,0.173254633104261
Map3k14,0.173062227336516
Bcl2,0.172683158048831
Lrmda,0.172426933235281
Mtf2,0.17234529404739
Creb3l1,0.172336122053047
5330417C22Rik,0.172005717134998
St8sia2,0.171596957517573
Alms1,0.171248811257807
Nsd1,0.171151328350398
Zfp292,0.17095018493839
Hnrnph3,0.1697941016315
Nsd2,0.169172464923246
Upf2,0.16900402983134
Cbfb,0.168260115592083
Sh3pxd2b,0.167918902505134
Med13,0.167653715225122
Ncor1,0.167394398479506
Zfp92,0.16730455743667
Kitl,0.167250470091614
Zfand6,0.166933800334174
Sfmbt1,0.166924590633489
Fbxo11,0.16691510527473
Cdk8,0.166760466521735
Dip2b,0.165840818300455
Bcr,0.165785741092044
Gm43376,0.165637577736602
Plxna4os3,0.165443736194557
Kmt2a,0.165392110902114
Kdm6a,0.165325330620928
Rasa4,0.165258105520894
Chchd3,0.165250548197245
Sclt1,0.164576020605951
H13,0.164541348233637
Ptprn,0.164142067539287
Memo1,0.164139894593252
