"gene_name","module","color","kME_black","kME_grey","kME_brown","kME_blue","kME_green","kME_yellow","kME_red","kME_pink","kME_turquoise","kME_magenta","kME_greenyellow","kME_purple"
"Gtf2f1","turquoise","turquoise",-0.0546700053692292,0.0165997956611523,-0.025317907465213,0.0115764183161387,-0.0168982605166773,0.0152663737600427,-0.0157352648963411,0.0692067718614133,0.0939775688228107,0.0416321756696524,0.00798745703242171,0.0346918551325396
"Gm17949","grey","grey",0.0405867439883766,0.0686946510472122,-0.0630991782811024,-0.0105235050101699,-0.0627173601815777,0.0731820905332209,0.0195908299895693,0.0430291081778814,0.0327135661938646,-0.0120819470997284,0.0534515276153556,-0.0478832732145434
"Khsrp","grey","grey",-0.054968055053129,-0.029834581240679,-0.00868969498285379,0.0543763532127457,0.0298213673592606,-0.0442386018803762,-0.060321977135037,0.00991928570349602,0.0869600705250278,-0.0280525884711699,-0.0193309937247911,0.0737262477088684
"Gm17168","grey","grey",0.0122163321014803,-0.00948642647062496,0.00608769141975338,0.0388193092853284,0.0215632461802061,-0.0206549477242374,-0.0215352518075998,-0.0376258885469075,-0.00175880476106532,-0.0120212662935276,-1.94271368874573e-05,-0.0214647858041962
"Slc25a23","grey","grey",-0.0750464725443798,-0.0211211343995262,0.0237624491232256,0.024829988112535,0.0309656399390544,-0.0407680668186422,-0.0302884213007773,0.0388522805757195,0.121645419147496,0.0569285105546786,-0.0694049039344255,0.124714579409323
"Tubb4a","grey","grey",0.029224562011497,0.0970915542494736,-0.0813541826828153,-0.0382108168684917,-0.0985893484440651,0.114342320267407,0.0253581799490155,0.122010928477828,0.0955009343262914,0.0140238282894044,0.07330221776972,-0.0180780668981709
"Gpr108","turquoise","turquoise",-0.02980557940283,0.0310619561222073,-0.0358061718715274,-0.00845580004506569,-0.0443949907837068,0.0286728897591203,-0.00577207925011178,0.068809619813915,0.113563257083379,0.0250241940806036,0.0140494623951775,0.0261537812810795
"Cntnap5c","brown","brown",-0.00856078859835128,-0.265964255087305,0.443140008105785,0.0960849895681687,0.435424038227658,-0.381771394642463,-0.0335764386759848,-0.298132089757866,-0.166627801688414,0.187897810080803,-0.272532453489534,0.282629207321377
"Nudt12","grey","grey",0.037618742791045,0.0515120919292089,0.0217195685658194,-0.0150380835575148,0.000824210275156398,0.0186318080767811,0.0379272168052071,0.00149607449441367,-0.00929335213724379,0.0230835754129967,-0.00217215749246109,-0.0232588673848872
"Efna5","blue","blue",-0.0455863298294566,-0.361445621712629,0.026265502710912,0.644186167768525,0.517510436865253,-0.512711001928047,-0.581106153758061,-0.437441879748381,-0.0821179326601894,-0.273418528260562,0.149432189415267,0.122149107555581
"Fbxl17","green","green",0.192324222971784,-0.038801092468012,0.156484486729688,0.146254704616773,0.251724531820882,-0.168818284418289,-0.0365083015665791,-0.256985549619813,-0.22167869239878,-0.0271409275055359,0.00483343448808336,0.0341757181281198
"Fer","blue","blue",0.0892583315935332,0.0497674960861442,-0.0292470351514069,0.141176856558408,0.0591329593038887,-0.0281059613499429,-0.075114412816816,-0.0626992003909747,-0.0078108433636422,-0.0686674828409345,0.112524252753858,-0.0130956258746834
"Pja2","grey","grey",0.0774986758453568,0.0239627250676117,0.0489587143461863,0.0673805638224143,0.0741038988990331,-0.0430309344527693,-0.0185135833311556,-0.101818070611393,-0.0852301790545126,-0.0247071341152928,0.0278911128861664,-0.009337135150371
"Man2a1","grey","grey",0.0538923935101408,0.160172497169341,-0.0173726371956313,-0.0267439840755245,-0.0899079409483927,0.101487071234794,0.0747383986051408,0.112564075822859,0.0625870717011955,0.0277139125551207,0.0255111997025959,-0.0486381044805993
"Tmem232","grey","grey",0.15551585361282,0.338820227629657,-0.0906821100542464,-0.182066312827994,-0.266956282157709,0.286906086477386,0.225857416979308,0.18730529519259,0.0107690999930632,0.020175241568564,0.035575230783271,-0.186372115993179
"Vapa","grey","grey",0.0732219540708776,0.0444804735297848,-0.013791507455416,0.0683578806334837,0.0312344440970111,0.00180860974468232,-0.0328727430321538,-0.0400674749236676,-0.0324337831093804,-0.0508151840691459,0.0663224312645661,-0.0323535821849697
"Rab31","blue","blue",-0.0867478512565499,-0.140335111299815,-0.195303905384812,0.466124361258084,0.162747891630041,-0.21459987185814,-0.423675734878306,-0.158429232125736,0.103166687657228,-0.266802416016942,0.202813188714527,0.0263316972910089
"Ppp4r1","blue","blue",-0.019215701246041,0.0209457217674847,-0.113444782424236,0.208229192674558,0.0419813308324251,-0.0479727553989665,-0.175194894974918,-0.0198234229626548,0.0894754274832443,-0.128689662760308,0.112411264190721,0.00178151060112293
