"gene_name","module","color","kME_blue","kME_grey","kME_brown","kME_turquoise","kME_green","kME_black","kME_yellow","kME_red"
"Hs6st1","yellow","yellow",0.0345445540287445,0.00891328145320459,-0.00723545887242779,-0.0582472030997537,0.00808445276399422,0.046861452686917,0.102118197430637,0.0190891473882675
"Uggt1","turquoise","turquoise",-0.0312599990281838,0.0962638012496027,-0.0454447778053818,0.132279359549579,0.00346113461217129,-0.00626462163947627,-0.0286505926048722,0.00842460039170816
"Arid5a","yellow","yellow",-0.106670927123584,-0.162897879970191,-0.0336182366033912,-0.0805676674753053,-0.0337607144025349,-0.00103321384411169,0.392018615551794,-0.135021364523114
"4930403P22Rik","grey","grey",-0.0339731739992097,-0.0198289426970823,-0.00123925697293736,0.0246063166227617,-0.0108219767545975,-0.0139140014447729,0.00893096376246496,-0.0278013866156422
"Kansl3","grey","grey",0.0840937934070281,0.13515375632703,-0.024434595177913,-0.00574341765423614,-0.0151925577437616,-0.0245568845674997,0.0073053673496762,0.00922228616493575
"Lman2l","turquoise","turquoise",-0.0439236345919216,0.0148439759154733,-0.028934463068994,0.0539553191182915,0.004170671910284,0.0137963661846165,0.0239750206308582,0.00410950157949382
"Cnnm4","grey","grey",-0.000582606934953947,-0.00305141072692288,-0.0166884663355521,-0.0182624990333681,0.00903858589633637,0.0103395074855691,0.0780841124457836,-0.0469390754903418
"Cnnm3","grey","grey",0.026451165932802,0.0492440697034087,0.00460218759505856,0.0163420279505187,0.0367130638958041,0.0330503651093398,-0.0372721896015644,0.0213332735684546
"Ankrd39","turquoise","turquoise",-0.0396734691416423,0.012450353174746,-0.0011149043393394,0.0614771916731235,-0.00870847681826768,-0.00703044596257721,-0.0104159209818942,-0.00112255337717079
"Sema4c","turquoise","turquoise",-0.0217761660535995,0.00305975917339428,0.0242768032662681,0.0388648688530907,0.0211488157103046,0.0167851107667576,-0.0164168368889974,-0.00484616025098683
"Cox5b","brown","brown",0.00193671516625278,-0.00834999704119073,0.323214923614013,-0.0336327175801691,-0.0280841921147256,-0.0261870638966347,-0.0323108528831774,-0.0315391231373648
"Actr1b","turquoise","turquoise",0.034683032227903,0.104792477446761,0.0886261205344421,0.0210499629463935,-0.00813895173777355,-0.00261352250888995,0.0127920331553275,0.0540636419062847
"4933424G06Rik","turquoise","turquoise",-0.0465950791668024,0.00853539442106121,-0.00709659515390735,0.0746610084495611,0.0280484222011573,0.0103869311638859,-0.0363150718274489,0.0166650648661386
"Gm33533","turquoise","turquoise",-0.0412821690860766,0.00698566654416978,-0.00450482400808089,0.0779314587322393,0.0376912127489997,0.0292059426732866,-0.0601479757434027,0.0383990153640503
"Tmem131","turquoise","turquoise",-0.0383210267040987,0.0717245353227462,-0.0388515834387499,0.118744034306654,-0.0128281120753185,0.0193325027455314,-0.0370459554100084,-0.0232861895830664
