gene_name,kME,rank,in_kegg_dopaminergic_synapse
Gm36388,0.223606,513,0
4921518K17Rik,0.223150,514,0
Ldlr,0.222618,515,0
Ppargc1a,0.222446,516,0
Insig1,0.222333,517,0
Fam196b,0.221647,518,0
Slc39a12,0.221240,519,0
Ell2,0.220836,520,0
Bcar3,0.220796,521,0
Miat,0.220601,522,0
Smarca2,0.220301,523,0
Stxbp1,0.220231,524,0
Acsl3,0.220086,525,0
C130071C03Rik,0.219988,526,0
Acer2,0.219839,527,0
Iqgap2,0.219594,528,0
Tbc1d2,0.219394,529,0
Rnf150,0.219275,530,0
