gene_name,kME,rank,in_kegg_dopaminergic_synapse
Lnpep,0.302963,386,0
Limch1,0.301701,387,0
Cdc42ep3,0.301661,388,0
Scn3a,0.300071,389,0
Cyyr1,0.299905,390,0
Rps6kc1,0.297174,391,0
Naaladl2,0.296086,392,0
Lekr1,0.296010,393,0
Ptprr,0.295698,394,0
Klf8,0.295146,395,0
Aldh1a1,0.294519,396,0
Gm26936,0.293447,397,0
Pappa,0.292849,398,0
St6gal1,0.292467,399,0
Ebf3,0.292122,400,0
Chl1,0.291819,401,0
Myh14,0.288193,402,0
Sipa1l1,0.288166,403,0
Mboat1,0.287874,404,0
Gprin3,0.287092,405,0
