"gene_name","module","color","kME_grey","kME_turquoise","kME_green","kME_yellow","kME_red","kME_blue","kME_pink","kME_brown","kME_black"
"Scaf1","grey","grey",0.022635043789888,0.0666654907196151,-0.00737648456892938,-0.0393394701940032,-0.0150950794507868,0.0595393287657165,0.0437369585841319,-0.042850522553401,0.0446167392720525
"Prr12","grey","grey",0.0519362113722593,-0.0181805475339788,0.00765344837189384,0.0218897017612651,0.0180865467070709,0.0338087920912141,-0.00156397546091261,0.0385672774762368,-0.0188276929082766
"Prrg2","grey","grey",0.0200550356042945,0.01025745317448,-0.0240506270800599,-0.0115729643103732,0.0167815251385436,0.0180345016439948,-0.00803200990378124,0.00312069928369362,0.0221087813640236
"Nosip","grey","grey",0.0160560516409104,0.0186255913600415,-0.0140295337122712,-0.0161711276473958,0.00218220435967838,0.0416600497915161,0.010977617015307,-0.00998595034473603,0.0195751785173941
"Rps11","blue","blue",-0.0227100916793582,-0.0757042638612929,-0.00862053903758347,0.0501850089788766,0.00731711986169463,0.320458062137848,-0.0357344901052973,0.0380263214717095,-0.0706975438538621
"Rpl13a","grey","grey",0.00126415303915121,-0.0336186247919534,-0.0344048472299099,-7.09293137516604e-05,0.0314383145206234,0.0689673204151056,-0.034339687370897,0.0184957191288037,0.00314600125043877
"Pih1d1","grey","grey",0.0115940595490901,0.0232356010819715,0.0139551775027752,0.00273362930754777,-0.0196840757204549,0.049924027801091,0.0245727557052138,-0.016253270508199,-0.00226546239799827
"Slc17a7","blue","blue",-0.0163699449702298,-0.0284483423887989,-0.0268551998046217,-0.00133115553157992,0.0158178041234099,0.116065167036841,-0.0391783107450913,0.0127143420344445,-0.0196282989728184
"Slc6a16","grey","grey",0.0545418742811397,-0.0508483714802659,0.0268689628107221,0.0655394805620696,0.0142343143065539,0.0122477215104849,-0.00886544237266831,0.0651036997910903,-0.0340714664958295
"Trpm4","turquoise","turquoise",-7.88712874134372e-05,0.0679182064710653,-0.0192694921295311,-0.038498585086994,-0.0150051483893279,0.00440457058974165,-0.0166826580356471,-0.0450665645930011,0.0466593098535704
"Ppfia3","grey","grey",-0.00118165660200911,0.0417170720894745,-0.0261847702071813,-0.0312651989806973,-0.00905027446280979,0.0262874340621973,0.0119011515513495,-0.0326946097679198,0.0147153807279426
"Lin7b","blue","blue",-0.0778376867366916,0.0598919581220341,-0.068546613893154,-0.0766110421173927,-0.0283010281634909,0.165781325634195,-0.00543761909265409,-0.0835169967374317,0.0108625217219798
"Snrnp70","blue","blue",-0.0330948537765145,0.00885964030934923,-0.154549007378291,-0.124697459650305,0.0743956046101903,0.0515020761930569,-0.0150000997831207,-0.037480328037721,0.0763781313781413
"Ruvbl2","grey","grey",0.0215194289275916,-0.0193636804795475,-0.00891356379794709,0.00687439477386377,0.0200434039270381,0.029145774182486,-0.00651518791563331,0.0234726367008648,0.00176207089460109
"Gys1","turquoise","turquoise",0.00207498096253112,0.107282101730911,-0.0348847017214935,-0.0835688811076109,-0.0121772435760537,0.00341008040128964,0.00914038443366142,-0.0794995548844707,0.0804335117329525
"Ftl1","blue","blue",-0.0476931599170139,-0.00659757943411197,-0.0669327011043934,-0.0438038943618019,0.012641406818466,0.270803251472587,-0.0415447800387394,-0.0286003316135399,-0.0110824754501133
"Bax","blue","blue",-0.0425576600800748,0.0217962526554306,-0.053177463433205,-0.0467293519140835,-0.00347643425128193,0.0916529119734047,-0.0017581506221483,-0.0400029912073494,0.0121237651176952
"Tulp2","grey","grey",0.0276560055711751,0.0190233306048835,-0.002564090251866,-0.0131182769050373,0.00808928052639395,-0.0156764285592427,-0.0104167342723171,-0.00699830180245865,0.017991975508657
"Nucb1","grey","grey",0.0611974863275371,-0.0677677087839033,-0.00564069257108777,0.0508373285044786,0.0567073216733395,0.0257063706156225,-0.0436847239417168,0.0810573806431408,-0.00862938135698768
"Ppp1r15a","grey","grey",0.0203355049293548,0.000792491444693987,-0.0140318850474648,-0.00864447234187221,0.0167932496456595,0.0275214503886954,-0.0176373680689696,0.0061937253127091,0.0242715623118047
"Bcat2","grey","grey",-0.00636266354367259,0.0744245589906354,0.00826546540010796,-0.0364579898089478,-0.0348343254286374,0.00252156878373449,0.0397097583096721,-0.0581226549736409,0.0305702839433853
"A030001D20Rik","grey","grey",-0.000400128661983193,0.00459039005080768,0.00157435263293061,0.00295352903094876,-0.00816732834184956,0.0387025418794192,-0.00270968915914279,-0.00330487583959791,-0.00809269967926968
"Car11","grey","grey",-0.0836020449191643,0.0766294953524631,0.0209439219696363,-0.0341007005950934,-0.106957494094855,0.0555068609989857,0.0814479932590875,-0.0942308584111947,-0.0540238226790147
"Dbp","grey","grey",-0.0311684303781149,0.0443984759320523,-0.0468942827431017,-0.0673359315520373,-0.0108851450356759,0.102679798722369,0.00235697953275267,-0.0563946343282082,0.000724828169632974
"Sphk2","grey","grey",-0.016809704380529,0.0310288893084523,-0.0219736501152351,-0.0381944649031865,-0.00898493085882516,0.0470191299712315,0.0226396962982003,-0.0359443127262248,0.020149465987596
"Rpl18","blue","blue",-0.09501650120227,-0.037024541838344,-0.012229059984808,0.0153496279886199,-0.0403327258036878,0.362272165196478,-0.0173379004584404,-0.0212860977051347,-0.089074234528783
"Sult2b1","grey","grey",0.0289781846706244,-0.0116023737599706,-0.015826747495862,0.00707278295670028,0.0258051296610796,-0.00101553304230803,-0.0185877875175091,0.0239413522586989,0.0121947941835563
"Lmtk3","grey","grey",0.028793603728776,-0.033635780526037,-0.0484076019947805,-0.00903900777559172,0.050647991173985,0.037299739003482,-0.00399016130684656,0.0319114605440036,-0.00662195843251842
"Cyth2","grey","grey",-0.0282150399219686,0.00877270854906692,-0.0266776524967373,-0.0277028917770391,0.00122827673350525,0.0945790046174538,-0.0143432395214767,-0.0232886400899363,0.00630175156052943
"Grwd1","grey","grey",0.0100640098190565,-0.00818930790950744,-0.0130719939398599,-0.00590362048025379,0.00786823815189194,0.0424608833307647,-0.00810170725100141,0.00570892509709773,0.00302374076292628
"Grin2d","pink","pink",-0.0609347662350973,0.0940781688675208,0.103231765675901,0.0373206636196048,-0.156854901100453,0.0194755730900348,0.156900009446342,-0.0711995098999264,-0.0698211450698042
"Kdelr1","grey","grey",0.0246872034276791,0.0317992895361865,-0.00768558148167067,-0.0148360677330655,-0.00908711629658229,0.0121013802683467,0.0197671895460106,-0.0145176498421577,0.026031028430991
"Tmem143","grey","grey",0.00993971801667587,0.0304800997387204,0.00555957130176396,-0.0103456839201885,-0.0158735605667154,0.00705742777179743,0.0176307134163698,-0.01756699453757,0.0172344645775282
"Nomo1","grey","grey",0.0322804924201919,-0.029672813259142,0.0383524316551022,0.0592289371241701,-0.00901735364222779,0.0380639917738635,0.0109580046645292,0.0418139286718029,-0.0411180583901476
"Abcc8","turquoise","turquoise",-0.04856550817462,0.157648301697624,-0.0263568596994072,-0.100432849409757,-0.0845160555460556,0.0163298232634281,0.127966419239227,-0.140441965897671,0.077940744998258
"Kcnc1","grey","grey",0.161778050175713,-0.0766661764366321,-0.152445826446116,-0.0269787558841673,0.196580233195551,-0.00653872203647397,-0.112093252282952,0.128353029544754,0.14993086042758
"Sergef","brown","brown",0.228288734442763,-0.24380500500727,0.00706140465168868,0.17093460669419,0.207389969498113,-0.0627649655154877,-0.103636130285159,0.285708426272402,-0.0315358217658524
"Saal1","grey","grey",0.0484916376397535,-0.0288346063488002,-0.0110024258997072,0.0161893241365144,0.046463040869117,-0.00144553310221601,-0.0248059959235938,0.040442029708967,0.00427766433507474
"Hps5","grey","grey",0.0826518568660028,0.0026103849018085,-0.0253862092649245,-0.0134687588739341,0.0523512512035836,-0.0246594741225479,-0.00135762653509823,0.0302300950301155,0.0676824146854245
"Gtf2h1","grey","grey",0.0384547424801624,0.0223568787079227,-0.0174459691141482,-0.0218826257069581,0.0158352280756126,-0.0012253318059144,0.00258716726118083,-0.00547414692604241,0.0323257848638836
"Ldha","grey","grey",0.0514824436372513,-0.095016039769481,-0.0258454164987306,0.0575542489899306,0.0722240475455424,0.160935116624058,-0.0793201356189421,0.0891067421907673,-0.0186912202119511
"Tsg101","grey","grey",0.0391705395041913,-0.0306331960753096,-0.00830377101215607,0.022129818246501,0.0310844626453995,0.0402361537882977,-0.0036212270507816,0.038022166642597,0.00303085861374536
"Uevld","grey","grey",0.000636019157512062,0.029103319104642,0.0138968986029157,-0.00540078978918057,-0.0241906011019474,0.00751342586330413,0.023279575405522,-0.0189869324993041,-0.00266218867795174
"C86187","turquoise","turquoise",-0.0527484186700297,0.0716981394244815,-0.0119859002475867,-0.0617322305564039,-0.0548443971775682,0.0194839035277143,0.0612196066898302,-0.0799623781891666,0.0065786751758072
"Spty2d1","grey","grey",0.00729914074252759,0.0405902152062608,-0.00151756752450701,-0.0208278304486837,-0.0188242442147041,0.0259305965389928,0.0238918481321179,-0.028189746742152,0.0291289104842005
"Ptpn5","turquoise","turquoise",-0.233298561397033,0.498847441770195,-0.0621556455598046,-0.354311084566975,-0.302035213916379,0.0267442457752766,0.419758520055244,-0.473087936883252,0.300711357048075
"Gm14377","turquoise","turquoise",-0.0896423023696494,0.229612118899377,-0.0368256527032522,-0.168154206838559,-0.125613054285803,-0.0331398105450427,0.189787304743724,-0.210367827131383,0.165160580363151
"Zdhhc13","grey","grey",0.0613230987180694,-0.00132957189003915,0.00890236212877576,0.0185010332953358,0.0204149348640467,-0.0095876426414032,0.0192803801907824,0.0192411686553146,0.0132299733776125
"Nav2","turquoise","turquoise",-6.27331353876231e-05,0.259416961610108,-0.00805732894913709,-0.157664882116454,-0.147890050790224,-0.0670703122788819,0.237494664705488,-0.19709130785417,0.0774363470100213
