"p_val","avg_log2FC","pct.1","pct.2","p_val_adj","module"
0,-5.95097978925852,0.146,0.92,0,"yellow"
0,7.69474024193797,0.677,0.043,0,"black"
0,13.2064277977194,0.755,0.132,0,"turquoise"
0,1.39534384089878,0.209,0.811,0,"brown"
0,-3.2360649087743,0.338,0.888,0,"green"
2.74034100427122e-134,11.7456615987131,0.123,0.34,2.19227280341698e-133,"red"
8.56689759726666e-31,0.49819019714065,0.562,0.484,6.85351807781333e-30,"pink"
0.712117689206065,24.3845858757925,0.407,0.405,1,"blue"
