"gene_name","module","color","kME_yellow","kME_blue","kME_grey","kME_brown","kME_turquoise","kME_red","kME_green"
"Sbspon","grey","grey",0.0640339536603045,0.0383084158271057,0.0553988505223387,-0.0285812854283703,-0.0177187084292629,0.0237462543477589,0.0060996545787774
"4930444P10Rik","turquoise","turquoise",0.0111147320611485,-0.204218548500573,-0.0187728598103669,-0.0225290720102048,0.243096998011688,0.0329488752052873,-0.103051182284555
"Rpl7","brown","brown",-0.00127787622288473,-0.0327376760531125,-0.0687712077238122,0.305548897538796,-0.022764242663473,-0.0249650222216447,-0.0378292168493137
"Rdh10","grey","grey",0.0426838351296893,0.0297969636273304,0.0743492189293584,-0.0523812494522127,0.0118183169973211,0.0532293133024072,-0.00288109927697609
"Gm28095","blue","blue",-0.0177375984025963,0.0577189525991978,0.0419958592248959,0.00318379387518266,-0.0445576487523508,0.0278324174966106,0.016910125131801
"Stau2","blue","blue",0.0540803979126009,0.154959797352338,0.24057232309221,-0.0885869020450384,-0.0107798250686775,0.14339185359016,0.0406694792244325
"Gm7568","grey","grey",0.0266737706468505,0.0629062054076019,0.0828699756081631,-0.0193081375715513,-0.0252127096358943,0.0409358062301594,0.0171327743835898
"Ube2w","turquoise","turquoise",0.0206484372940071,0.0249713639812838,0.123875474003115,-0.0576365201229591,0.0626141673796699,0.052020723224883,0.0205334531886448
"Eloc","grey","grey",-0.00500034212926426,-0.00369986143535507,0.0248717838162857,0.123139029342627,0.00889274107606544,-0.00730217706441148,-0.00195748333497974
"Tmem70","grey","grey",0.0156881746532074,0.0283727511119808,0.0531253346592985,0.0205361487067612,-0.00688242893549771,0.0295478546188393,-0.00931997521260562
"Ly96","blue","blue",-0.0275374508184896,0.126376957419983,0.0899759023911357,-0.00417174552901913,-0.0958837619494869,0.102037924436565,-0.0262106820925735
"Gm28376","blue","blue",0.0394180991119454,0.198912217806531,0.0758393401429789,0.00149021697586495,-0.189070688522394,0.0875542579889473,-0.0300639180110605
"Jph1","blue","blue",0.0472357818933363,0.176853243790066,0.0776900935624951,-0.0251485471222314,-0.155375433540995,0.0794742397486316,-0.0141837912897154
