"gene_name","module","color","kME_grey","kME_yellow","kME_salmon","kME_green","kME_brown","kME_blue","kME_turquoise","kME_red","kME_cyan","kME_magenta","kME_black","kME_purple","kME_greenyellow","kME_pink","kME_tan"
"Ccdc115","grey","grey",0.00173379040411175,-0.00785072433520511,-0.00274568920179337,0.00191653388534384,0.0234645048554747,-0.0182280305089467,0.00257633240540505,0.0010655645612076,0.0103703351953561,0.014745634602817,0.0149153513683008,0.0117894336760043,0.0264368635116792,-0.00265436398702893,-0.00110250931949895
"Imp4","grey","grey",0.00533904123301232,-0.00961094803799415,0.00902231658943615,-0.00385285304175865,0.035781581396158,-0.035730342810429,0.00374813439501834,0.0184701727724531,-0.00716376887766039,0.00878394454023429,0.0164480485287359,0.0195970370347129,0.0141090304661408,-0.0235425209588498,0.00380086567105191
"Amer3","grey","grey",0.0307088830832367,0.0454539402698886,0.0358125518893896,0.0309428982014361,-0.027707898239016,0.0399745301690068,0.00100506781737721,0.0184912254773062,0.0268592040358316,-0.00527135060015498,0.00339638633172447,0.00528416444386946,0.00800807438849399,0.0309131568574764,0.0129255392427493
"Arhgef4","grey","grey",0.0628535397797914,0.0548830625791304,0.0429928023128781,0.0113873189719368,0.0208835583379097,0.00322762815782386,0.029478303488965,0.055465576739951,0.0572235681806565,-0.0198894429586656,0.0128647318968421,0.0303750488781671,0.0473735614300345,0.00556884577721708,-0.0122902696024747
"Fam168b","grey","grey",0.0212560733079049,0.0113381688668337,-0.00337487126163746,0.0214675904223554,-0.0483509670434144,0.0521873744812871,0.0501371127880496,-0.0221250238296556,-0.0128442437996879,-0.0131785061776374,-0.0119773711493123,-0.0149115361436004,-0.033186259165508,0.049303209184667,-0.0103142762389991
"Plekhb2","grey","grey",0.0169560530722186,0.0186364580481453,-0.00120064010127448,0.0165874414205836,-0.037441916936405,0.0393847541687447,0.120346160776673,-0.0143393417494082,0.0259319868019276,-0.0198293925010319,0.00498710901868764,-0.0185882729098296,-0.0172151796993822,0.0911989424257632,0.0176572584102824
"Hs6st1","grey","grey",0.0259964913003208,-0.0545492276203281,-0.0665961158164787,-0.00478108761057751,0.0109350888698782,0.0090351968743855,0.0132569872259105,-0.0612158549498777,-0.0224206523428367,0.0373339718036936,0.0306632393112222,-0.0253877542892713,-0.00832950349161424,0.0328436808944674,0.0768898038482724
"Uggt1","grey","grey",0.0736982076802515,0.0343008611540148,0.0197334244205039,0.0142253549025375,0.00315595493883818,0.0304552906062664,-0.0296580520917643,0.0169190121181548,0.0416040635868291,0.00426408227665748,0.0164056725521539,0.0193209660456573,0.0181123743908453,-0.00636107570256085,0.0210831683769513
"4930403P22Rik","grey","grey",-0.0307077417195324,-0.00172815849026368,-0.0161513916570732,-0.0089002265920295,-0.0403497127716233,0.0232775252752157,0.00293021881536744,-0.0330150098268466,-0.000444364899429502,-0.0241537448928274,-0.00136769120956977,-0.0248765264299024,-0.0215860510817547,0.0223761661534618,-0.0155454113842877
"Kansl3","grey","grey",0.0658131171555722,-0.0264825931063668,-0.000167251853283617,0.0326382064187531,0.0225629639458275,0.0148100786250584,-0.00112803740503395,-0.0210730296716593,0.000514674093958555,0.0508929775178783,-0.00665345898142953,0.0270280415722159,-0.00742048336580051,-0.012372069166377,0.0126757540159081
"Lman2l","grey","grey",0.0417113274546346,0.00728328663431899,0.0230812736325302,0.0313418224092127,-0.0170746735200069,0.024798036098874,-0.0128981079824791,0.00181156785402078,-0.00172459631776464,0.00891821562511971,-0.0216625946003486,0.0185371797314848,-0.00525506905514356,0.0149879569748848,0.00465129272598507
"Cnnm4","grey","grey",0.03315350626712,-0.0320778928078596,-0.0263395446964019,0.0222504281359075,-0.0121009536928123,0.0298025003594244,0.00853557514525766,-0.0379332898581826,-0.0525663717715016,0.0527006594749524,-0.0398544955998547,-0.0132304816500374,-0.0247534294112787,0.0400101684526703,0.0221779734669898
